link,inclusion order,title,qualifies,authors,publication,doi,year,,keywords,institution of first author,institution of last author,author associated with proximate data provider,proximate data source,country of study,spatial extent of study,start year,end year,,methodology development or analysis,individual species question,community question,,response variable – species richness,response variable – diversity,response variable – distribution,response variable – abundance,response variable – phenology,,trends over time,alien species focus,taxonomic group,,data structure – organized data collection scheme,data structure – sampling effort known,data structure – non-detection,data structure – multiple datasets integrated for analysis,,data type – what where when only,data type – abundance,data type – visit specific covariates,data type – life stage,data type – photo,data type – audio,data type – video,data type – voucher of some kind necessary for analysis,data type – gridded,grid resolution,,results type – inference,results type – prediction,results type – descriptive only,,biological records as response variable,biological records as predictor variable,biological records in facilitative role but not analyzed,spatially uneven sampling corrected for,prediction performance measure,cross validation,testing using simulation,testing using training data,testing using data subset,testing using independent dataset,,analysis method,predictor variables,methodology focus,,coding DONE,other notes,eligible for meta-analysis
https://search.proquest.com/docview/1980862738?accountid=14507,103,The interplay of climate and land use change affects the distribution of EU bumblebees,TRUE,"Marshall, L; Biesmeijer, JC; Rasmont, P; Vereecken, NJ; Dvorak, L; Fitzpatrick, U; Francis, F; Neumayer, J; Odegaard, F; Paukkunen, JPT; Pawlikowski, T; Reemer, M; Roberts, SPM; Straka, J; Vray, S; Dendoncker, N",Global Change Biology,10.1111/gcb.13867,2018,,biodiversity loss; dynamic; future; land use change scenarios; pollinators; projections; species distribution models (SDMs); wild bees,"University of Namur; Naturalis Biodiversity Center, Leiden, The Netherlands",University of Namur,T,Atlas Hymenoptera,Norway; Sweden; Finland; Estonia; Latvia; Lithuania; Denmark; UK; Ireland; Netherlands; Belgium; Germany; Poland; Czech Republic; Slovakia; Luxembourg; Hungary; Austria; Slovenia; Switzerland; France; Italy; Portugal; Spain; Greece,"EU without Ireland, Romania, Bulgaria, Canary Islands, and Cyprus, and including Norway and Switzerland",1970,2000,,F,T,F,,F,F,T,F,F,,T,F,Bombus,,F,F,F,T,,T,F,F,F,F,F,F,F,T,1 km^2,,T,T,F,,T,F,F,T,AUC,F,F,F,T,F,,GLM; GBM; Maxent; ensemble,growing degree days; annual water balance precipitation of wettest month; mean diurnal range; annual temperature range; CORINE land use classes,NA,,T,Advocates using land use / cover for predictive SDMs in addition to climate variables.  I plan to do this for all the reasons they say.  ,T
"http://www.mayococo.ie/en/media/Media,30002,en.pdf",124,Ballinrobe Biodiversity Management Plan. Report prepared for Mayo County Council,TRUE,"Smith, GF; D’Arcy, D",Blackthorn Ecology,NA,2018,,NA,Blackthorn Ecology,Blackthorn Ecology,F,NBDC; NPWS; BirdWatch Ireland; Swift Conservation Ireland; Bat Conservation Ireland,Ireland,291 ha,not clear,not clear,,F,T,F,,F,F,F,F,F,,F,F,all,,F,F,F,T,,T,F,F,F,F,F,F,F,T,unclear,,F,F,T,,T,T,T,F,NA,F,F,F,F,F,,description,NA,NA,,T,,F
https://www.sciencedirect.com/science/article/pii/S1470160X18303443,125,Prior specification in Bayesian occupancy modelling improves analysis of species occurrence data,TRUE,"Outhwaite, CL; Chandler, RE; Powney, GD; Collen, B; Gregory, RD; Isaac, NJB",Ecological Indicators,10.1016/jecolind.2018.05.010,2018,,biodiversity indicator; Bayesian occupancy model; multi-species indicator; priors; species occurrence; biological records; biodiversity targets,Centre for Ecology & Hydrology; University College London; RSPB Centre for Conservation Science,Centre for Ecology & Hydrology; University College London,T,"Bees, Wasps and Ants Recording Society",UK; Ireland,UK,1970,2013,,T,T,F,,F,F,T,F,F,,T,F,ants,,F,F,F,F,,T,F,F,F,F,F,F,F,T,1 km^2,,T,F,F,,T,F,F,T,NA,F,T,F,F,F,,occupancy model,time,occpupancy model improvement,,T,wg needs to read,T
NA,131,British phenological records indicate high diversity and extinction rates among late-summer-flying pollinators,TRUE,"Balfour, NJ; Ollerton, J; Castellanos, MC; Ratnieks, FLW",Biological Conservation,10.1016/j.biocon.2018.04.028,2018,,endangered species; extinctions; flowers; flower visitors; foraging resources; phenology; pollinators; seasonality,University of Sussex,University of Sussex,F,"Bees, Wasps and Ants Recording Society; UKBMS; Hoverfly Recording Scheme; GBIF",UK; Ireland; Sweden; Germany; Netherlands; Norway; Belgium; Czech Republic; Luxembourg; France; Austria; Poland; Aoland Islands; Denmark; Finland,UK; Ireland; Sweden; Germany; Netherlands; Norway; Belgium; Czech Republic; Luxembourg; France; Austria; Poland; Aoland Islands; Denmark; Finland,1740,2015,,F,T,T,,T,F,T,F,T,,F,F,Hymenoptera; plants; hoverflies,,T,T,T,T,,T,F,F,F,F,F,F,F,T,10 km^2,,T,F,F,,T,F,F,F,NA,F,F,F,F,F,,Chi-squared; description,extinct status; endangered status,NA,,T,Neat study.  WG read in detail at some point.,T
https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.12742,137,Ocean current connectivity propelling the secondary spread of a marine invasive comb jelly across western Eurasia,TRUE,"Jaspers, C; Huwer, B; Antajan, E; Hosia, A; Hinrichsen, HH; Biastoch, A; Angel, D; Asmus, R; Augustin, C; Bagheri, S; Beggs, SE; Balsby, TJS; Boersma, M; Bonnet, D; Christensen, JT; Danhards, A; Delpy, F; Falkenhaug, T; Finenko, G; Fleming, NEC; Fuentes, V; Galil, B; Gittenberger, A; Griffin, DC; Haslob, H; Javidpour, J; Kamburska, L; Kube, S; Langenberg, VT; Lehtiniemi, M; Lombard, F; Malzahn, A; Marambio, M; Mihneva, V; Moller, LF; Niermann, U; Okyar, MI; Ozdemir, ZB; Pitois, S; Reusch, TBH; Robbens, J; Stefanova, K; Thibault, D; van der Veer, HW; Vansteenbrugge, L; van Walraven, L; Wozniczka, A",Global Ecology and Biogeography,10.1111/geb.12742,2018,,biological invasions; gelatinous zooplankton; invasion corridors; invasive species; jellyfish; marine connectivity; Mnemiopsis leidyi; range expansion; source populations; source-sink dynamics,Technical University of Denmark; Hemholtz Centre for Ocean Research,"National Marine Fisheries Research Institute, Gdynia, Poland",T,many; authors; publications,many,"Western Eurasia; 30 deg N to 66 deg N, 12 deg W to 55 deg east",1982,2016,,F,T,F,,F,F,T,F,F,,T,T,comb jelly; Mnemiopsis leidyi,,T,T,T,T,,T,F,F,F,F,F,F,F,F,NA,,T,F,F,,T,F,F,T,NA,F,F,T,F,F,,GLM; maps,water temperature,NA,,T,,T
https://search.proquest.com/docview/2010299601?accountid=14507,146,Population variability in species can be deduced from opportunistic citizen science records: a case study using British butterflies,TRUE,"Mason, SC; Hill, JK; Thomas, CD; Powney, GD; Fox, R; Brereton, T; Oliver, TH",Insect Conservation and Diversity,10.1111/icad.12242,2018,,abundance; biogeography; biological records; inter-annual variation; population size; range extent,"Centre for Ecology and Hydrology, Wallingford, UK; University of York",University of Reading,T,Butterfly Conservation,UK,30280 km^2,1976,2012,,F,T,T,,F,F,F,T,F,,T,F,butterflies,,T,T,T,F,,T,T,F,F,F,F,F,F,T,10 km^2; 1 km^2,,T,F,F,,T,T,F,F,NA,F,F,T,F,F,,regression; phylogenetic regression,fractal dimension of range; dispersal ability,NA,,T,could be stuff here for me to try with NBDC data,T
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043761935&doi=10.13156%2farac.2017.17.7.331&partnerID=40&md5=692eb0b62ac9ffafe25146d93e9e61b0,158,Spatiotemporal Variation in House Spider Phenology at a National Scale Using Citizen Science,TRUE,"Hart, AG; Nesbit, R; Goodenough, AE",Arachnology,10.13156/arac.2017.17.7.331,2018,,arachnids; citizen science,University of Gloucestershire,University of Gloucestershire,T,Royal Society of Biology,UK,unclear,2013,2014,,F,T,F,,F,F,F,F,T,,F,F,spiders,,T,F,F,F,,F,F,T,F,F,F,F,F,F,NA,,T,F,F,,T,F,F,F,NA,F,F,T,F,F,,chi squared test; regression,latitude; longitude; microhabitat; time of day; week of year,NA,,T,,T
https://www.sciencedirect.com/science/article/pii/S1877959X17305137,176,"Surveillance of British ticks: An overview of species records, host associations, and new records of Ixodes ricinus distribution",TRUE,"Cull, B; Pietzsch, ME; Hansford, KM; Gillingham, EL; Medlock, JM",Ticks and Tick-borne Diseases,10.1016/j.ttbdis.2018.01.011,2018,,surveillance; Ixodes ricinus; distribution; tick; United Kingdom; endemic; imported,Public Health England,"Public Health England; Health Protection Research Unit in Environment and Health, Porton Down, Salisbury, UK; Health Protection Research Unit in Emerging and Zoonotic Infections, Porton Down, Salisbury, UK",T,Public Health England,UK,UK,2005,2016,,F,T,F,,F,F,T,F,T,,T,F,ticks,,F,F,F,T,,T,F,T,T,T,F,F,T,T,varied,,F,F,T,,T,F,F,F,NA,F,F,F,F,F,,maps; description,host species; year,NA,,T,,F
https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.2237,191,Explaining European fungal fruiting phenology with climate variability,TRUE,"Andrew, C; Heegaard, E; Hoiland, K; Senn-Irlet, B; Kuyper, TW; Krisai-Greilhuber, I; Kirk, PM; Heilmann-Clausen, J; Gange, AC; Egli, Simon; Bassler, C; Buntgen, U; Boddy, L; Kauserud, H",Ecology,10.1002/ecy.2237,2018,,climate; distribution; Europe; fruit bodies; fungi; NDVI; nutritional mode; path analysis; phenology,Swiss Federal Research Institute WSL; University of Cambridge; University of Oslo,University of Oslo,T,ClimFun,Austria; Denmark; Germany; the Netherlands; Norway; Slovenia; Switzerland; UK,Austria; Denmark; Germany; the Netherlands; Norway; Slovenia; Switzerland; UK,1970,2010,,F,T,F,,F,F,F,F,T,,F,F,fungi,,F,F,F,T,,T,F,F,T,F,F,F,F,T,varied,,T,F,F,,T,F,F,F,NA,F,F,T,T,F,,linear mixed effects models; generalized additive mixed models; path analysis,NDVI; climate data; ,NA,,T,,T
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046708707&doi=10.1007%2fs10530-018-1759-3&partnerID=40&md5=827e3652e4bfb5b9dd341806998e7e6b,197,Working with gardeners to identify potential invasive ornamental garden plants: testing a citizen science approach,TRUE,"Dehnen-Schmutz, K; Conroy, J",Biological Invasions,10.1007/s10530-018-1759-3,2018,,ornamental plants; plant invasion; citizen science; garden; horticulture; non-native plants; Great Britain,Coventry University,Coventry University,T,Coventry University; BSBI,UK,UK,unclear,2016,,F,T,F,,F,F,T,F,F,,T,T,plants,,T,F,F,T,,T,F,T,F,F,F,F,F,T,10 km^2,,T,F,F,,T,F,F,F,NA,F,F,F,F,F,,chi squared; Kruskal-Wallis,time; invasion pathways,NA,,T,,T
https://www.sciencedirect.com/science/article/pii/S1617138117304028,212,Monitoring landscape-scale environmental changes with citizen scientists: twenty years of land use change in Great Britain,TRUE,"Martay, B; Pearce-Higgins, JW; Harris, SJ; Gillings, S",Journal for Nature Conservation,10.1016/j.jnc.2018.03.001,2018,,land use; land cover; monitoring; citizen science,British Trust for Ornithology,British Trust for Ornithology,T,British Trust for Ornithology,UK,Great Britain,1994,2013,,F,F,F,,F,F,F,F,F,,T,F,NA,,T,T,F,F,,T,F,T,F,F,F,F,F,F,NA,,T,T,F,,T,F,F,T,NA,F,F,T,F,T,,GLM; ,time,NA,,T,,T
http://kildare.ie/CountyCouncil/PublicConsultations-Part8Schemes/Housing/P8201803NancysLaneBallinagappaRoadClane/9.%20Ecological%20Impact%20Assessment.pdf,229,Ecological Impact Assessment Proposed residential development at Nancy’s Lane,TRUE,"Marchant, N",NA,NA,2018,,NA,NM Ecology,NM Ecology,F,NBDC; National Parks and Wildlife Service,Ireland,10 km^2,not clear,not clear,,F,T,F,,F,F,F,F,F,,F,T,all,,T,F,F,T,,T,F,F,F,F,F,F,F,T,10 km^2,,F,F,T,,T,F,F,F,NA,F,F,F,F,F,,description,NA,NA,,T,,F
https://search.proquest.com/docview/2032682998?accountid=14507,234,Predicting population trends using citizen science data: do subsampling methods produce reliable estimates for mammals?,TRUE,"Callcutt, K; Croft, S; Smith, GC",European Journal of Wildlife Research,10.1007/s10344-018-1189-7,2018,,population; trend; citizen science; mammal; survey bias; subsample,University of Newcastle,"University of Newcastle; National Wildlife Management Centre, Animal and Plant Health Agency, Sand Hutton, York, UK",F,NBN; GBIF,UK,England,1960,2015,,T,T,F,,F,F,T,F,F,,T,F,mammals,,F,F,F,F,,T,F,F,F,F,F,F,F,T,10 km^2,,T,F,F,,T,F,F,T,NA,F,F,F,F,T,,subsampling,time,spatial bias correction method evaluation,,T,,T
https://onlinelibrary.wiley.com/doi/abs/10.1111/ddi.12741,247,"Predicting distributions, habitat preferences and associated conservation implications for a genus of rare fishes, seahorses (Hippocampus spp.)",TRUE,"Zhang, X; Vincent, ACJ",Diversity and Distributions,10.1111/ddi.12741,2018,,citizen science; data quality; Maxent; museum collections; rare species; seahorse; species distribution model,The University of British Columbia,The University of British Columbia,T,iSeahorse; GBIF; OBIS; FishNet2; FishBase; Reef Life Survey; Project Seahorse,NA,global,1828,2016,,F,T,T,,T,F,T,F,F,,F,F,seahorses (Hippocampus),,T,F,F,T,,T,F,F,F,T,F,F,T,F,NA,,T,T,F,,T,T,F,T,AUC; predicted area ratio; sensitivity; I similarity statistic; presence agreement,T,F,F,T,F,,Maxent,habitat,NA,,T,,T
https://search.proquest.com/docview/2045779882?accountid=14507,261,Unlocking biodiversity data: Prioritization and filling the gaps in biodiversity observation data in Europe,TRUE,"Wetzel, FT; Bingham, HC; Groom, Q; Haase, P; Koljalg, U; Kuhlmann,M; Martin, CS; Penev, L; Robertson, T; Saarenmaa, H; Schmeller, DS; Stoll, S; Tonkin, JD; Hauser, CL",Biological Conservation,10.1016/j.biocon.2017.12.024,2018,,biodiversity data gaps; biodiversity observation networks; conservation policy; data mobilization; European Biodiversity Observation Network – EU BON; Europe,Leibniz Institute for Evolution and Biodiversity Science; Bavarian Academy for Nature Conservation and Landscape Management,Leibniz Institute for Evolution and Biodiversity Science,T,GBIF,Greece; Sweden; Portugal; Slovenia; Romania; Belgium; Hungary; Czech Republic; Italy; Denmark; Finland; Lithuania; Germany; United Kingdom; Spain; Estonia; France; Netherlands; Norway; Poland,Europe,not stated,not stated,,F,F,F,,F,F,F,F,F,,F,F,all,,F,F,F,T,,T,F,F,F,F,F,F,F,not clear,NA,,F,F,T,,T,F,F,F,NA,F,F,F,F,F,,maps; description,NA,NA,,T,,F
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040781887&doi=10.1002%2fecm.1284&partnerID=40&md5=347888ff53790f1a39928c02cae17ccf,274,Upscaling biodiversity: estimating the species–area relationship from small samples,TRUE,"Kunin, WE; Harte, J; He, F; Hui, C; Jobe, RT; Ostling, A; Polce, C; Šizling, A; Smith, AB; Smith, K; Smart, SM; Storch, D; Tjørve, E; Ugland, K-I; Ulrich, W; Varma, V",Ecological Monographs,10.1002/ecm.1284,2018,,biodiversity estimation; methods comparison; monitoring; spatial scale; species richness; species-area relationship; upscaling,University of Leeds; Stellenbosch University; ,University of Leeds; University of Exeter,T,Centre for Ecology and Hydrology; GB Countryside Survey,UK,278500 km^2,1998,1999,,T,F,T,,T,F,F,F,F,,F,F,plants,,T,F,F,F,,T,F,F,F,F,F,F,F,T,10 km^2,,F,F,T,,T,F,F,F,NA,F,F,F,F,T,,many,none,method comparison for species richness estimation methods,,T,The data used for all the analyses was not bio recs data but rather professional surveys as far as I could tell.  The atlas data used as the validation/test/true dataset was bio recs data but was not analyzed in any way.,F
https://onlinelibrary.wiley.com/doi/abs/10.1111/een.12485,297,Nature protection areas of Europe are insufficient to preserve the threatened beetle Rosalia alpina (Coleoptera: Cerambycidae): evidence from species distribution models and conservatiton gap analysis,TRUE,"Bosso, L; Smeraldo, S; Rapuzzi, P; Sama, G; Garonna, AP; Russo, D",Ecological Entomology,10.1111/een.12485,2018,,Biomod2; ecological niche models; habitat directive; insect conservation; IUCN; saproxylic beetles,"Universita degli Studi di Napoli Federico II, Naples, Italy","Universita degli Studi di Napoli Federico II, Naples, Italy; University of Bristol",F,GBIF; Fauna Europea; Swiss Biological Records Center; others,Albania; Austria; Belgium; Bosnia Herzegovina; Bulgaria; Croatia; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Liechtenstein; Lithuania; Luxembourg; Macedonia; Malta; Monaco; Montenegro; the Netherlands; Norway; Poland; Portugal; Romania; San Marino; Serbia; Slovakia; Slovenia; Spain; Sweden; Switzerland; UK,5029085 km^2,not stated,not stated,,F,T,F,,F,F,T,F,F,,F,F,Coleoptera; Rosalia alpina,,F,F,F,T,,T,F,F,F,F,F,F,F,not clear,NA,,F,T,F,,T,F,F,F,AUC; TSS,T,F,F,T,F,,GLM; GAM; GBM; Random Forest; MARS; Maxent; Artificial Neural Networks; BIOCLIM; BIOMOD2,elevation; annual mean diurnal range; isothermality; temperature seasonality; annual temperature range; mean temperature of driest quarter; precipitation of coldest quarter; land cover,NA,,T,,T
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035785719&doi=10.1016%2fj.funeco.2017.11.009&partnerID=40&md5=064a94ad891cc2fd55c662b7a7903863,298,Congruency in fungal phenology patterns across dataset sources and scales,TRUE,"Andrew, C; Heegaard, E; Gange, AC; Senn-Irlet, B; Egli, S; Kirk, PM; Buntgen, U; Kauserud, H; Boddy, L",Fungal Ecology,10.1016/j.funeco.2017.11.009,2018,,climate; fungi; phenology; multisource data; seasonality; spatial scale,Swiss Federal Reserach Institute WFL; University of Cambridge; University of Oslo,Cardiff School of Biosciences,T,"Royal Botanic Gardens, Kew; The Fungal Records Database of Britain and Ireland; Swiss Federal Research Institute WSL",UK; Switzerland,"England, Scotland, Wales, Switzerland; 250616 km^2",1950,2008,,F,T,F,,F,F,F,F,T,,T,F,fungi,,T,F,F,T,,T,F,F,T,F,F,F,F,F,NA,,T,F,F,,T,F,F,T,NA,F,F,T,F,T,,linear regression,NA,NA,,T,,T
NA,308,N81 Tullow Footbridges Scheme & Associated Road Reconfiguration Works,TRUE,Atkins Ireland,NA,NA,2018,,NA,Atkins Ireland,Atkins Ireland,F,NBDC; NPWS,Ireland,15 km buffer,not stated,not stated,,F,T,F,,F,F,F,F,F,,F,F,all,,F,F,F,T,,T,F,F,F,F,F,F,F,not stated,NA,,F,F,T,,T,F,F,F,NA,F,F,F,F,F,,description,NA,NA,,T,,F
https://academic.oup.com/biolinnean/article-abstract/120/4/852/2801249,321,The arrow points north–endemic areas and post-Devensian assembly of the British Empidoidea fauna (Insecta: Diptera),TRUE,"Plant, AR; Jonassen, T; Grootaert, P; Meyer, H; Pollet, M; Drake, M",Biological Journal of the Linnean Society,NA,2017,,community structure; dispersal; diversity; Empidoidea; parsimony analysis of endemism; refugia,National Museum of Wales,NA,T,UK Empid and Dolichopodid Recording Scheme,UK,Great Britain,1850,2015,,F,F,T,,T,T,F,F,F,,F,F,Diptera; Empidoidea,,F,F,F,T,,T,F,F,F,F,F,F,F,T,variable; 10 m^2 to 10 km^2,,T,F,F,,T,F,F,T,NA,F,F,T,F,F,,parsimony analysis of endemism; linear regression; reciprocal weighted endemism,NA,NA,,T,"It would be interesting to re-do this analysis using preditions of species distribution from SDMs as the input data, rather than using the raw observations.  So, use stacked SDMs to create communities in each location, and then do this community endemism analysis with the SSDM communities.",T
https://link.springer.com/article/10.1007/s11829-017-9502-z,325,Differences in meristems between monocots and dicots and susceptibility to attack by gall-inducing insects,TRUE,"Silvia, MS; Connor, EF",Arthropod-Plant Interactions,10.1007/s11829-017-9502-z,2017,,insect-induced galls; dicots; monocots; meristems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
