Title,Authors,DocumentURL,PublicationDate,Database
Citizen Science Based Monitoring of Greylag goose (Anser anser) in Bavaria (Germany): Combining Count Data and Bag Data to Estimate Long-Term Trends between 1988/89 and 2010/11,"Grauer, Andreas;König, Andreas;Bunnefeld, Nils",https://search.proquest.com/docview/1691040311?accountid=14507,Jun 2015,SciTech Premium Collection
"Wild Bird Feeding in an Urban Area: Intensity, Economics and Numbers of Individuals Supported","Orros, Melanie E;Fellowes Mark D. E.",https://search.proquest.com/docview/2000019747?accountid=14507,Jun 2015,SciTech Premium Collection
Constructing Scientific Communities: Citizen Science.,"Shuttleworth, Sally;Frampton, Sally",https://search.proquest.com/docview/1692754647?accountid=14507,"June 27, 2015",SciTech Premium Collection
Defra hopes open access to rural data will boost output,"Bowern, Philip",https://search.proquest.com/docview/1692242669?accountid=14507,"Jul 1, 2015",European Newsstream
Defra Secretary opens up access to rural data to boost farming output,"Bowern, Philip",https://search.proquest.com/docview/1692242698?accountid=14507,"Jul 1, 2015",European Newsstream
Modelling Hotspots for Invasive Alien Plants in India,"Adhikari, Dibyendu;Tiwary, Raghuvar;Barik, Saroj Kanta",https://search.proquest.com/docview/1700480555?accountid=14507,Jul 2015,SciTech Premium Collection
"Multidimensional biases, gaps and uncertainties in global plant occurrence information","Meyer, Carsten;Weigelt, Patrick;Kreft, Holger",https://search.proquest.com/docview/1960502664?accountid=14507,"Aug 26, 2015",SciTech Premium Collection
"""We the Scientists"": a Human Right to Citizen Science","Vayena, Effy;Tasioulas, John",https://search.proquest.com/docview/1704210667?accountid=14507,Sep 2015,"ABI/INFORM Global,Entrepreneurship Database,Social Science Premium Collection"
Biodiversity in urban gardens: Assessing the accuracy of citizen science data on garden hedgehogs,"Williams, Rachel L;Stafford, Richard;Goodenough, Anne E",https://search.proquest.com/docview/1705404396?accountid=14507,Sep 2015,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection"
Citizen Science as a New Tool in Dog Cognition Research,"Laughlin, Stewart;MacLean, Evan L;Ivy, David;Woods, Vanessa;Cohen, Eliot;Rodriguez, Kerri;McIntyre, Matthew;Mukherjee, Sayan;Call, Josep;Kaminski, Juliane;Miklósi, Ádám;Wrangham, Richard W;Hare, Brian",https://search.proquest.com/docview/1719285432?accountid=14507,Sep 2015,SciTech Premium Collection
Can you be the first to report an Ivy Bee in Ireland?,,https://search.proquest.com/docview/1721533601?accountid=14507,"Oct 13, 2015",European Newsstream
Can you be the first to report an Ivy Bee in Ireland?,"Hurley, Jim",https://search.proquest.com/docview/1721828550?accountid=14507,"Oct 14, 2015",European Newsstream
"A novel citizen science approach for large-scale standardised monitoring of bat activity and distribution, evaluated in eastern England","Newson, Stuart E;Evans, Hazel E;Gillings, Simon",https://search.proquest.com/docview/1727696056?accountid=14507,November 2015,SciTech Premium Collection
"Half of museum specimens have the wrong labels, admit scientists","Knapton, Sarah",https://search.proquest.com/docview/1733354295?accountid=14507,"Nov 17, 2015",European Newsstream
Comparison of a species distribution model and a process model from a hierarchical perspective to quantify effects of projected climate change on tree species,"Schneiderman, Jeffrey E;He, Hong S;Thompson, Frank R, III;Dijak, William D;Fraser, Jacob S",https://search.proquest.com/docview/1724196262?accountid=14507,Dec 2015,SciTech Premium Collection
Using habitat-specific population trends to evaluate the consistency of the effect of species traits on bird population change,"Sullivan, Martin JP;Newson, Stuart E;Pearce-Higgins, James W",https://search.proquest.com/docview/1751210657?accountid=14507,December 2015,SciTech Premium Collection
CIESM atlas of exotic species in the Mediterranean Sea. Vol. 4. Macrophytes,"Garbary, David",https://search.proquest.com/docview/1760947967?accountid=14507,Jan 2016,SciTech Premium Collection
Mapping earthworm communities in Europe,"Rutgers, Michiel;Orgiazzi, Alberto;Gardi, Ciro;JÃ¶rg RÃ¶mbke;Stephan JÃ¤nsch;Keith, Aidan M;Neilson, Roy;Boag, Brian;Schmidt, Olaf;Murchie, Archie K;Blackshaw, Rod P;Guénola PérÃ¨s;Cluzeau, Daniel;Guernion, Muriel;Maria J.I. Briones;Rodeiro, Javier;Piñeiro, Raúl;Darío J.Díaz Cosín;J.Paulo Sousa;Suhadolc, Marjetka;Kos, Ivan;Paul-Henning Krogh;Faber, Jack H;Mulder, Christian;Bogte, Jaap J;Harm J.van Wijnen;Schouten, Anton J;de Zwart, Dick",https://search.proquest.com/docview/1817813962?accountid=14507,Jan 2016,SciTech Premium Collection
Sensor Web Enablement (SWE) for citizen science,"Simonis, I;De Lathouwer, B;Taylor, T",https://search.proquest.com/docview/1837125835?accountid=14507,2016,SciTech Premium Collection
"Dissertation Title: Framing Youth Citizen Science for Education, Youth Development, andPublic Land Conservation","Ady, Janet Carrier",https://search.proquest.com/docview/1867013643?accountid=14507,2016,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection"
Is citizen science worth it? Economic decisions of natural resource managers,"Fauver, Brian M.",https://search.proquest.com/docview/1870037844?accountid=14507,2016,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection"
"Recreational fisheries in the UK: natural capital, ecosystem services, threats, and management","Winfield, Ian J",https://search.proquest.com/docview/1776656564?accountid=14507,March 2016,SciTech Premium Collection
Multi-Atlas Library for Eliminating Normalization Failures in Non-Human Primates,"Maldjian, Joseph A;Shively, Carol A;Nader, Michael A;Friedman, David P;Whitlow, Christopher T",https://search.proquest.com/docview/1778710638?accountid=14507,Apr 2016,SciTech Premium Collection
Quantifying the relative irreplaceability of important bird and biodiversity areas,"Marco, Moreno;Brooks, Thomas;Cuttelod, Annabelle;Fishpool, Lincoln DC;Rondinini, Carlo;Smith, Robert J;Bennun, Leon;Butchart, Stuart HM;Ferrier, Simon;Foppen, Ruud PB;Joppa, Lucas;Juffe-Bignoli, Diego;Knight, Andrew T;Lamoreux, John F;Langhammer, Penny F;May, Ian;Possingham, Hugh P;Visconti, Piero;Watson, James EM;Woodley, Stephen",https://search.proquest.com/docview/1904280894?accountid=14507,Apr 2016,SciTech Premium Collection
"Atlas Florae Europaeae Notes 27. Taxonomy of the Sorbus arranensis Group (Rosaceae) in Norway, a Hybrid Aggregate between S. aria s. lato and S. aucuparia",,https://search.proquest.com/docview/2000148042?accountid=14507,Apr 2016,SciTech Premium Collection
Performance Poetry as a Method to Understand Disability,"Lee-Ann Fenge;Hodges, Caroline;Cutts, Wendy",https://search.proquest.com/docview/1779359854?accountid=14507,2016,Social Science Premium Collection
Voluntary non-monetary approaches for implementing conservation,"Santangeli, Andrea;Arroyo, Beatriz;Dicks, Lynn V;Herzon, Irina;Kukkala, Aija S;Sutherland, William J;Moilanen, Atte",https://search.proquest.com/docview/1787961274?accountid=14507,May 2016,SciTech Premium Collection
Citizen science networks in natural history and the collective validation of biodiversity data.,"Turnhout, Esther;Lawrence, Anna;Turnhout, Sander",https://search.proquest.com/docview/1787477079?accountid=14507,June 2016,SciTech Premium Collection
Citizen science networks in natural history and the collective validation of biodiversity data,"Turnhout, Esther;Lawrence, Anna;Turnhout, Sander",https://search.proquest.com/docview/1836641333?accountid=14507,Jun 2016,SciTech Premium Collection
Long-term changes in the migration phenology of UK breeding birds detected by large-scale citizen science recording schemes,"Newson, Stuart E;Moran, Nick J;Musgrove, Andy J;Pearce-Higgins, James W;Gillings, Simon;Atkinson, Philip W;Miller, Ryan;Grantham, Mark J;Baillie, Stephen R",https://search.proquest.com/docview/1793700538?accountid=14507,Jul 2016,SciTech Premium Collection
Citizen science identifies the effects of nitrogen dioxide and other environmental drivers on tar spot of sycamore,"Gosling, Laura;Ashmore, Mike;Sparks, Tim;Bell, Nigel",https://search.proquest.com/docview/1808695148?accountid=14507,July 2016,SciTech Premium Collection
To have your citizen science cake and eat it? Delivering research and outreach through Open Air Laboratories (OPAL).,"Lakeman-Fraser, Poppy;Gosling, Laura;Moffat, Andy J;West, Sarah E;Fradera, Roger;Davies, Linda;Ayamba, Maxwell A;van der Wal, René",https://search.proquest.com/docview/1807532812?accountid=14507,"July 22, 2016",SciTech Premium Collection
Initiating and continuing participation in citizen science for natural history.,"Everett, Glyn;Geoghegan, Hilary",https://search.proquest.com/docview/1807532827?accountid=14507,"July 22, 2016",SciTech Premium Collection
"Disentangling the influences of habitat availability, heterogeneity and spatial position on the species richness and rarity of urban bird communities in a central European city","Ferenc, Michal;Sedlácek, Ondrej;Mourková, Jindra;Exnerová, Alice;Skopek, Jaroslav;Formánek, Jirí;Fuchs, Roman",https://search.proquest.com/docview/1815622740?accountid=14507,Sep 2016,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection"
The National Eclipse Weather Experiment: an assessment of citizen scientist weather observations.,"Barnard, L;Portas, A M;Gray, S L;Harrison, R G",https://search.proquest.com/docview/1813901983?accountid=14507,"September 28, 2016",SciTech Premium Collection
Bee campaign gets busy as one third of species face extinction,,https://search.proquest.com/docview/1903855029?accountid=14507,"Sep 28, 2016",European Newsstream
Incorporating movement in species distribution models: how do simulations of dispersal affect the accuracy and uncertainty of projections?,"Holloway, Paul;Miller, Jennifer A;Gillings, Simon",https://search.proquest.com/docview/1796739045?accountid=14507,Oct 2016,SciTech Premium Collection
Unstructured citizen science data fail to detect long-term population declines of common birds in Denmark,"Kamp, Johannes;Oppel, Steffen;Heldbjerg, Henning;Timme Nyegaard;Donald, Paul F",https://search.proquest.com/docview/2000154346?accountid=14507,Oct 2016,SciTech Premium Collection
Incorporating movement in species distribution models: how do simulations of dispersal affect the accuracy and uncertainty of projections?,"Holloway, Paul;Miller, Jennifer A;Gillings, Simon",https://search.proquest.com/docview/1825516136?accountid=14507,"October 2, 2016",SciTech Premium Collection
"A comparison of models for interval-censored plant cover data, with applications to monitoring schemes","Pescott, Oliver L;Jitlal, Mark;Smart, Simon M;Walker, Kevin J;Roy, David B;Freeman, Stephen N",https://search.proquest.com/docview/1950347719?accountid=14507,"Oct 16, 2016",SciTech Premium Collection
Exploiting opportunistic observations to estimate changes in seasonal site use: an example with wetland birds,"Ruete, Alejandro;Pärt, Tomas;Berg, Åke;Knape, Jonas",https://search.proquest.com/docview/1950368290?accountid=14507,"Nov 30, 2016",SciTech Premium Collection
How to choose the best NBN plan for your needs,,https://search.proquest.com/docview/1855434457?accountid=14507,"Dec 18, 2016",SciTech Premium Collection
Citizen Science and Crowdsourcing for Earth Observations: An Analysis of Stakeholder Opinions on the Present and Future,"Mazumdar, Suvodeep;Wrigley, Stuart;Ciravegna, Fabio",https://search.proquest.com/docview/1862119260?accountid=14507,2017,SciTech Premium Collection
Tourist-Centric Citizen Science in Denali National Park and Preserve,"Fischer, Heather A.",https://search.proquest.com/docview/1899482082?accountid=14507,2017,ProQuest Dissertations & Theses A&I
Using citizen science to monitor bumblebee populations,"Casey, Leanne Maura",https://search.proquest.com/docview/1947626415?accountid=14507,2017,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I"
Evaluating the Role of Protected Areas in Mitigating Avian Responses to Climate and Land Use Change,"Peach, Michelle",https://search.proquest.com/docview/1979342783?accountid=14507,2017,ProQuest Dissertations & Theses A&I
The role of citizen science in monitoring small-scale pollution events,"Hyder, Kieran;Wright, Serena;Kirby, Mark;Brant, Jan",https://search.proquest.com/docview/2000434433?accountid=14507,2017,SciTech Premium Collection
Crowdsourcing conservation: The role of citizen science in securing a future for seagrass,"Jones, Benjamin L;Richard K.F. Unsworth;McKenzie, Len J;Yoshida, Rudi L;Cullen-Unsworth, Leanne C",https://search.proquest.com/docview/2010203033?accountid=14507,2017,SciTech Premium Collection
Invasive aliens can pose a risk to our biodiversity,J I M H U R L E Y 'S,https://search.proquest.com/docview/1861260494?accountid=14507,"Jan 25, 2017",European Newsstream
Invasive aliens can pose a risk to our biodiversity,J I M H U R L E Y 'S,https://search.proquest.com/docview/1861750810?accountid=14507,"Jan 26, 2017",European Newsstream
Death of the BLUEBELL? Iconic woodland flower 'facing bleak future due to global warming',"Winter, Stuart",https://search.proquest.com/docview/1867097766?accountid=14507,"Feb 10, 2017",European Newsstream
Leveraging the power of place in citizen science for effective conservation decision making,"Newman, G;Chandler, M;Clyde, M;McGreavy, B;Haklay, M;Ballard, H;Gray, S;Scarpino, R;Hauptfeld, R;Mellor, D;Gallo, J",https://search.proquest.com/docview/1836624357?accountid=14507,Apr 2017,SciTech Premium Collection
An assessment of bumblebee (Bombus spp) land use and floral preference in UK gardens and allotments cultivated for food,"Foster, Gemma;Bennett, James;Sparks, Tim",https://search.proquest.com/docview/1882887747?accountid=14507,Apr 2017,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection"
An assessment of bumblebee (Bombus spp) land use and floral preference in UK gardens and allotments cultivated for food,"Foster, Gemma;Bennett, James;Sparks, Tim",https://search.proquest.com/docview/1891872135?accountid=14507,April 2017,SciTech Premium Collection
Microsatellite analysis supports the existence of three cryptic species within the bumble bee Bombus lucorum sensu lato,"Mckendrick, Lorraine;Provan, Jim;Fitzpatrick, Úna;Brown, Mark J; F;Murray, Tómas E;Stolle, Eckart;Paxton, Robert J",https://search.proquest.com/docview/1899829206?accountid=14507,Jun 2017,SciTech Premium Collection
Understanding the (inter)disciplinary and institutional diversity of citizen science: A survey of current practice in Germany and Austria,"Pettibone, Lisa;Vohland, Katrin;Ziegler, David",https://search.proquest.com/docview/1914149273?accountid=14507,Jun 2017,SciTech Premium Collection
"Predicting the likely impact of urbanisation on bat populations using citizen science data, a case study for Norfolk, UK","Border, Jennifer A;Newson, Stuart E;David C.J. White;Gillings, Simon",https://search.proquest.com/docview/2000472725?accountid=14507,Jun 2017,SciTech Premium Collection
The role of citizen science in monitoring small-scale pollution events.,"Hyder, Kieran;Wright, Serena;Kirby, Mark;Brant, Jan",https://search.proquest.com/docview/1896416087?accountid=14507,"July 15, 2017",SciTech Premium Collection
Factors shaping avian alien species richness in Australia vs Europe,"McKinney, Matthew;Kark, Salit",https://search.proquest.com/docview/1953807336?accountid=14507,Nov 2017,SciTech Premium Collection
Sonic Kayaks: Environmental monitoring and experimental music by citizens,"Griffiths, Amber G F;Kemp, Kirsty M;Matthews, Kaffe;Garrett, Joanne K;Griffiths, David J",https://search.proquest.com/docview/1977659635?accountid=14507,Nov 2017,SciTech Premium Collection
Large-scale citizen science improves assessment of risk posed by wind farms to bats in southern Scotland,"Newson, Stuart E;Evans, Hazel E;Gillings, Simon;Jarrett, David;Raynor, Robert;Wilson, Mark W",https://search.proquest.com/docview/2000581998?accountid=14507,Nov 2017,SciTech Premium Collection
Projected reductions in climatic suitability for vulnerable British birds,"Massimino, Dario;Johnston, Alison;Gillings, Simon;Jiguet, Frédéric;Pearce-Higgins, James W",https://search.proquest.com/docview/2010197020?accountid=14507,Nov 2017,SciTech Premium Collection
Factors shaping avian alien species richness in Australia vs Europe,"McKinney, Matthew;Kark, Salit",https://search.proquest.com/docview/2020918402?accountid=14507,Nov 2017,SciTech Premium Collection
Using citizen science butterfly counts to predict species population trends,"Dennis, Emily B;Byron J.T. Morgan;Brereton, Tom M;Roy, David B;Fox, Richard",https://search.proquest.com/docview/2000614274?accountid=14507,Dec 2017,SciTech Premium Collection
Potential distribution of Drosophila suzukii (Diptera: Drosophilidae) in relation to alternate hosts in Mexico,"Castro-Sosa, Rigoberto;Castillo-Peralta, María del R;Monterroso-Rivas, Alejandro I;Gomez-Díaz, Jesús D;Flores-González, Erick;Rebollar-Alviter, Ángel",https://search.proquest.com/docview/2041126757?accountid=14507,Dec 2017,SciTech Premium Collection
Calling all citizen scientists,"O'Sullivan, Kevin",https://search.proquest.com/docview/1973232354?accountid=14507,"Dec 7, 2017",European Newsstream
Plants and animals may be doomed by the Beast from the East,,https://search.proquest.com/docview/2009677915?accountid=14507,"Mar 1, 2018",European Newsstream
BIRD NOTES [Northeast Region],"Hughes, Julian",https://search.proquest.com/docview/2013769792?accountid=14507,"Mar 15, 2018",European Newsstream
BIRD NOTES With Julian Hughes [...],,https://search.proquest.com/docview/2013815062?accountid=14507,"Mar 15, 2018",European Newsstream
An Irish national vegetation classification system for aquatic river macrophytes,"Weekes, Lynda;Kącki, Zygmunt;FitzPatrick, Úna;Kelly, Fiona;Matson, Ronan;Mary Kelly‐Quinn",https://search.proquest.com/docview/2030873408?accountid=14507,Apr 2018,SciTech Premium Collection
WHAT DO WE WANT? RIGHTS FOR RIVERS,"Thompson, Sylvia",https://search.proquest.com/docview/2024642883?accountid=14507,"Apr 14, 2018",European Newsstream
"Citizen science reveals when to expect a spider in your home, and where they like to lurk, creep and crawl; New research, fuelled by thousands of sightings recorded by the public, has shed new light on UK house spider behaviour",,https://search.proquest.com/docview/2026387111?accountid=14507,"Apr 18, 2018","Accounting, Tax & Banking Collection,European Newsstream"
Native ladybird decline caused by the invasive harlequin ladybird &lt;i&gt;Harmonia axyridis&lt;/i&gt;: evidence from a long‐term field study,"Brown, Peter M J;Roy, Helen E",https://search.proquest.com/docview/2033708792?accountid=14507,May 2018,SciTech Premium Collection
Predicting population trends using citizen science data: do subsampling methods produce reliable estimates for mammals?,"Callcutt, Katie;Croft, Simon;Smith, Graham C",https://search.proquest.com/docview/2032682998?accountid=14507,Jun 2018,SciTech Premium Collection
The spatial distribution and environmental triggers of ant mating flights: using citizen‐science data to reveal national patterns,"Hart, Adam G;Hesselberg, Thomas;Nesbit, Rebecca;Goodenough, Anne E",https://search.proquest.com/docview/2047955779?accountid=14507,Jun 2018,SciTech Premium Collection
TV presenter's citizen science project brings mixed response,"Bowern, Philip",https://search.proquest.com/docview/2053223122?accountid=14507,"Jun 12, 2018",European Newsstream
