Scopus search,,,,,,
"search terms: TITLE-ABS-KEY ((""biological record*"" OR ""citizen science"" OR (atlas AND species) OR gbif OR ""Global Biodiversity Information Facility"" OR eBird OR ""National Biodiversity Data Centre"" OR ""NBN"" OR ""National Biodiversity Network"" OR ""Centre for Environmental Data and Recording"") AND (""Great Britain"" OR Ireland OR Scotland OR Wales OR ""Northern Ireland"" OR ""British Isles"" OR UK OR ""United Kingdom"") AND NOT (cancer OR disease OR palliative OR ""cross-sectional"" OR ""cross sectional"" OR ""New South Wales"" OR Pyle OR marmoset))",,,,,,
15 June 2018,,,,,,
,,,,,,
author,title,year,Source title,doi,link,search_venue
"Birkin, L., Goulson, D.",Using citizen science to monitor pollination services,2015,Ecological Entomology,10.1111/een.12227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939778643&doi=10.1111%2feen.12227&partnerID=40&md5=35245360a2f201d7368f270f1c1a5c88,Scopus
"Kosanic, A., Anderson, K., Frère, C.H., Harrison, S.",Regional vegetation change and implications for local conservation: An example from West Cornwall (United Kingdom),2015,Global Ecology and Conservation,10.1016/j.gecco.2015.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941286768&doi=10.1016%2fj.gecco.2015.08.006&partnerID=40&md5=bee407dbb0043defda4e9e0fc631e239,Scopus
"Shuttleworth, S., Frampton, S.",Constructing Scientific Communities: Citizen Science,2015,The Lancet,10.1016/S0140-6736(15)61150-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937231918&doi=10.1016%2fS0140-6736%2815%2961150-3&partnerID=40&md5=e87da9582abd54fb412958010bc69540,Scopus
"Orros, M.E., Fellowes, M.D.E.","Wild bird feeding in an urban area: Intensity, economics and numbers of individuals supported",2015,Acta Ornithologica,10.3161/00016454AO2015.50.1.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941095705&doi=10.3161%2f00016454AO2015.50.1.006&partnerID=40&md5=89c49b53bc1c1b22a6a39f2e16382ed4,Scopus
"McCollin, D., Geraghty, E.",Change and causes of change in the vascular plant flora of Ireland: 1970-1999,2015,Biology and Environment,10.3318/BIOE.2015.08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940764024&doi=10.3318%2fBIOE.2015.08&partnerID=40&md5=f6d93acc5006901e3ed449e5281470ef,Scopus
"Cherrill, A.","Large-scale Spatial Patterns in Species Richness of Orthoptera in the Greater London Area, United Kingdom: Relationships with Land Cover",2015,Landscape Research,10.1080/01426397.2014.902922,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927912489&doi=10.1080%2f01426397.2014.902922&partnerID=40&md5=985f16d70e6a2d94c6d51b2cd6621993,Scopus
"Roy, D.B., Ploquin, E.F., Randle, Z., Risely, K., Botham, M.S., Middlebrook, I., Noble, D., Cruickshanks, K., Freeman, S.N., Brereton, T.M.",Comparison of trends in butterfly populations between monitoring schemes,2015,Journal of Insect Conservation,10.1007/s10841-014-9739-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931046179&doi=10.1007%2fs10841-014-9739-0&partnerID=40&md5=3441b63e9b6c581d6df19cf3ab410fa8,Scopus
"Biggs, J., Ewald, N., Valentini, A., Gaboriaud, C., Dejean, T., Griffiths, R.A., Foster, J., Wilkinson, J.W., Arnell, A., Brotherton, P., Williams, P., Dunn, F.",Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus),2015,Biological Conservation,10.1016/j.biocon.2014.11.029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028161389&doi=10.1016%2fj.biocon.2014.11.029&partnerID=40&md5=97f78cfeb8bd1e922414dc5bc3b866c3,Scopus
"Barlow, K.E., Briggs, P.A., Haysom, K.A., Hutson, A.M., Lechiara, N.L., Racey, P.A., Walsh, A.L., Langton, S.D.",Citizen science reveals trends in bat populations: The National Bat Monitoring Programme in Great Britain,2015,Biological Conservation,10.1016/j.biocon.2014.11.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949115814&doi=10.1016%2fj.biocon.2014.11.022&partnerID=40&md5=552b03741979c5ab57e374588988df38,Scopus
"Sutherland, W.J., Roy, D.B., Amano, T.",An agenda for the future of biological recording for ecological monitoring and citizen science,2015,Biological Journal of the Linnean Society,10.1111/bij.12576,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931099313&doi=10.1111%2fbij.12576&partnerID=40&md5=94c8d01bbc45f1578495430bd8e11e30,Scopus
"Chapman, D.S., Bell, S., Helfer, S., Roy, D.B.",Unbiased inference of plant flowering phenology from biological recording data,2015,Biological Journal of the Linnean Society,10.1111/bij.12515,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931567870&doi=10.1111%2fbij.12515&partnerID=40&md5=7c362d5b612d89c34460a226ad0f2d23,Scopus
"Roy, H.E., Rorke, S.L., Beckmann, B., Booy, O., Botham, M.S., Brown, P.M.J., Harrower, C., Noble, D., Sewell, J., Walker, K.",The contribution of volunteer recorders to our understanding of biological invasions,2015,Biological Journal of the Linnean Society,10.1111/bij.12518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931042864&doi=10.1111%2fbij.12518&partnerID=40&md5=8e6875fe5f2963fce067200c883005c7,Scopus
"Pescott, O.L., Simkin, J.M., August, T.A., Randle, Z., Dore, A.J., Botham, M.S.","Air pollution and its effects on lichens, bryophytes, and lichen-feeding Lepidoptera: Review and evidence from biological records",2015,Biological Journal of the Linnean Society,10.1111/bij.12541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931561655&doi=10.1111%2fbij.12541&partnerID=40&md5=cfa562eed59383953bc20c3041531236,Scopus
"Stewart, A.J.A., Bantock, T.M., Beckmann, B.C., Botham, M.S., Hubble, D., Roy, D.B.",The role of ecological interactions in determining species ranges and range changes,2015,Biological Journal of the Linnean Society,10.1111/bij.12543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931567508&doi=10.1111%2fbij.12543&partnerID=40&md5=6911e2311c7312804fd93e5dc9057159,Scopus
"Pocock, M.J.O., Roy, H.E., Preston, C.D., Roy, D.B.",The Biological Records Centre: A pioneer of citizen science,2015,Biological Journal of the Linnean Society,10.1111/bij.12548,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931090645&doi=10.1111%2fbij.12548&partnerID=40&md5=7fa88f384eccddf75bf98800371cbc95,Scopus
"Preston, C.D., Pearman, D.A.",Plant hybrids in the wild: Evidence from biological recording,2015,Biological Journal of the Linnean Society,10.1111/bij.12577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931096466&doi=10.1111%2fbij.12577&partnerID=40&md5=8154514c38da543f6047079ec5f69036,Scopus
"Pescott, O.L., Walker, K.J., Pocock, M.J.O., Jitlal, M., Outhwaite, C.L., Cheffings, C.M., Harris, F., Roy, D.B.",Ecological monitoring with citizen science: The design and implementation of schemes for recording plants in Britain and Ireland,2015,Biological Journal of the Linnean Society,10.1111/bij.12581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931087072&doi=10.1111%2fbij.12581&partnerID=40&md5=03b59bffeb5505f31588a4eede1cec6b,Scopus
"Hobbs, S.J., White, P.C.L.",Achieving positive social outcomes through participatory urban wildlife conservation projects,2015,Wildlife Research,10.1071/WR14184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954243822&doi=10.1071%2fWR14184&partnerID=40&md5=cbde74775f686a0d450e6c45ad16707a,Scopus
"Eaton, M.A., Burns, F., Isaac, N.J.B., Gregory, R.D., August, T.A., Barlow, K.E., Brereton, T., Brooks, D.R., Al Fulaij, N., Haysom, K.A., Noble, D.G., Outhwaite, C., Powney, G.D., Procter, D., Williams, J.",The priority species indicator: measuring the trends in threatened species in the UK,2015,Biodiversity,10.1080/14888386.2015.1068222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945457265&doi=10.1080%2f14888386.2015.1068222&partnerID=40&md5=29e31d45f7be83956e73ca79c1d5b912,Scopus
"Pocock, M.J.O., Newson, S.E., Henderson, I.G., Peyton, J., Sutherland, W.J., Noble, D.G., Ball, S.G., Beckmann, B.C., Biggs, J., Brereton, T., Bullock, D.J., Buckland, S.T., Edwards, M., Eaton, M.A., Harvey, M.C., Hill, M.O., Horlock, M., Hubble, D.S., Julian, A.M., Mackey, E.C., Mann, D.J., Marshall, M.J., Medlock, J.M., O'Mahony, E.M., Pacheco, M., Porter, K., Prentice, S., Procter, D.A., Roy, H.E., Southway, S.E., Shortall, C.R., Stewart, A.J.A., Wembridge, D.E., Wright, M.A., Roy, D.B.",Developing and enhancing biodiversity monitoring programmes: A collaborative assessment of priorities,2015,Journal of Applied Ecology,10.1111/1365-2664.12423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929655239&doi=10.1111%2f1365-2664.12423&partnerID=40&md5=137afc2c9be902a187d234cb61a25af3,Scopus
"Oliver, T.H., Roy, D.B.",The pitfalls of ecological forecasting,2015,Biological Journal of the Linnean Society,10.1111/bij.12579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931024116&doi=10.1111%2fbij.12579&partnerID=40&md5=3459bf77cfbd2e804ca7166be1d5d870,Scopus
"Laanisto, L., Sammul, M., Kull, T., Macek, P., Hutchings, M.J.",Trait-based analysis of decline in plant species ranges during the 20th century: A regional comparison between the UK and Estonia,2015,Global Change Biology,10.1111/gcb.12887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931009368&doi=10.1111%2fgcb.12887&partnerID=40&md5=85b4dd81620ed78ba51e47693494f6f9,Scopus
"Burgess, M.D., Bellamy, P.E., Gillings, S., Noble, D.G., Grice, P.V., Conway, G.J.",The impact of changing habitat availability on population trends of woodland birds associated with early successional plantation woodland,2015,Bird Study,10.1080/00063657.2014.998622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922333299&doi=10.1080%2f00063657.2014.998622&partnerID=40&md5=9aff73dbc77c01294971fa3b840344d2,Scopus
"Embling, C.B., Walters, A.E.M., Dolman, S.J.",How much effort is enough? The power of citizen science to monitor trends in coastal cetacean species,2015,Global Ecology and Conservation,10.1016/j.gecco.2015.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937935680&doi=10.1016%2fj.gecco.2015.04.003&partnerID=40&md5=457bebd9552aa13bb4449608565ae2bd,Scopus
"Roy, H.E., Brown, P.M.J.",Ten years of invasion: Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) in Britain,2015,Ecological Entomology,10.1111/een.12203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935719462&doi=10.1111%2feen.12203&partnerID=40&md5=0e3d336514d05412df2c58a30787ad7a,Scopus
"Plummer, K.E., Siriwardena, G.M., Conway, G.J., Risely, K., Toms, M.P.",Is supplementary feeding in gardens a driver of evolutionary change in a migratory bird species?,2015,Global Change Biology,10.1111/gcb.13070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947026811&doi=10.1111%2fgcb.13070&partnerID=40&md5=e00e8cc1900e6a744f5258f4b782087d,Scopus
"Gharesifard, M., Wehn, U.",Participation in citizen science: Drivers and barriers for sharing personally-collected weather data via web-platforms,2015,"Proceedings of the International Conferences on ICT, Society and Human Beings 2015, ICT 2015, Web Based Communities and Social Media 2015, WBC 2015 and Connected Smart Cities 2015, CSC 2015 - Part of the Multi Conference on Computer Science and Information Systems 2015",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966600337&partnerID=40&md5=d63a154803a089a74082d271cde0e5d0,Scopus
[No author name available],"New Avenues for Electronic Publishing in the Age of Infinite Collections and Citizen Science: Scale, Openness and Trust - Proceedings of the 19th International Conference on Electronic Publishing, Elpub 2015",2015,"New Avenues for Electronic Publishing in the Age of Infinite Collections and Citizen Science: Scale, Openness and Trust - Proceedings of the 19th International Conference on Electronic Publishing, Elpub 2015",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994810252&partnerID=40&md5=afc3d4dd317c6d44a0253e1fc9da0b3f,Scopus
"Devine, F., Snee, H.",Doing the Great British Class Survey,2015,Sociological Review,10.1111/1467-954X.12282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931343907&doi=10.1111%2f1467-954X.12282&partnerID=40&md5=f857823b599a0e8b6df48b42a9d2740c,Scopus
"Mieszkowska, N., Sugden, H., Firth, L.B., Hawkins, S.J.",The role of sustained observations in tracking impacts of environmental change on marine biodiversity and ecosystems,2014,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",10.1098/rsta.2013.0339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907266422&doi=10.1098%2frsta.2013.0339&partnerID=40&md5=b335b8ae2c7c2866806c163aba15a6a0,Scopus
"Bates, A.J., Sadler, J.P., Grundy, D., Lowe, N., Davis, G., Baker, D., Bridge, M., Freestone, R., Gardner, D., Gibson, C., Hemming, R., Howarth, S., Orridge, S., Shaw, M., Tams, T., Young, H.",Garden and landscape-scale correlates of moths of differing conservation status: Significant effects of urbanization and habitat diversity,2014,PLoS ONE,10.1371/journal.pone.0086925,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900329255&doi=10.1371%2fjournal.pone.0086925&partnerID=40&md5=4b8ed411418982e5fb492efb933872d7,Scopus
"Pocock, M.J.O., Evans, D.M.","The success of the horse-chestnut leaf-miner, Cameraria ohridella, in the UK revealed with hypothesis-led citizen science",2014,PLoS ONE,10.1371/journal.pone.0086226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899882369&doi=10.1371%2fjournal.pone.0086226&partnerID=40&md5=cf9cf4ffaeb8418664932019de2acfb0,Scopus
"Crowe, O., Musgrove, A.J., O'Halloran, J.",Generating population estimates for common and widespread breeding birds in Ireland,2014,Bird Study,10.1080/00063657.2013.868401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893976111&doi=10.1080%2f00063657.2013.868401&partnerID=40&md5=46f7679e1d868f90cc19070dac629f05,Scopus
"Beck, S., Foote, A.D., Kötter, S., Harries, O., Mandleberg, L., Stevick, P.T., Whooley, P., Durban, J.W.",Using opportunistic photo-identifications to detect a population decline of killer whales (Orcinus orca) in British and Irish waters,2014,Journal of the Marine Biological Association of the United Kingdom,10.1017/S0025315413001124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906056031&doi=10.1017%2fS0025315413001124&partnerID=40&md5=b36d5a0efa9eabff7e323ef8308c623a,Scopus
"Wortley, A.H., Harris, D.J.",Sangha trees: An identification and training guide to the trees of the northern republic of Congo,2014,Descriptive Taxonomy: The Foundation of Biodiversity Research,10.1017/CBO9781139028004.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954173014&doi=10.1017%2fCBO9781139028004.015&partnerID=40&md5=52c18c579d7c28d1d10d6c69bb48ca4e,Scopus
"Cable, J., James, J., Slater, F.",A.L.I.E.N. databases: Addressing the lack in establishment of non-natives databases,2014,Crustaceana,10.1163/15685403-00003329,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907612415&doi=10.1163%2f15685403-00003329&partnerID=40&md5=6bb5b567640ced365615ef726fe31d23,Scopus
"Pikesley, S.K., Godley, B.J., Ranger, S., Richardson, P.B., Witt, M.J.",Cnidaria in UK coastal waters: Description of spatio-temporal patterns and inter-annual variability,2014,Journal of the Marine Biological Association of the United Kingdom,10.1017/S0025315414000137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912051200&doi=10.1017%2fS0025315414000137&partnerID=40&md5=121ad3be585b879681aa6d9a62e91d30,Scopus
"Pagel, J., Anderson, B.J., O'Hara, R.B., Cramer, W., Fox, R., Jeltsch, F., Roy, D.B., Thomas, C.D., Schurr, F.M.",Quantifying range-wide variation in population trends from local abundance surveys and widespread opportunistic occurrence records,2014,Methods in Ecology and Evolution,10.1111/2041-210X.12221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906058569&doi=10.1111%2f2041-210X.12221&partnerID=40&md5=aab53150d629295cd71b825ea0c42e8c,Scopus
"Goldstein, E.A., Lawton, C., Sheehy, E., Butler, F.",Locating species range frontiers: A cost and efficiency comparison of citizen science and hair-tube survey methods for use in tracking an invasive squirrel,2014,Wildlife Research,10.1071/WR13197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901315188&doi=10.1071%2fWR13197&partnerID=40&md5=be9dc8c4330a8ab6aab9f70c231804f0,Scopus
"Donnelly, A., Crowe, O., Regan, E., Begley, S., Caffarra, A.",The role of citizen science in monitoring biodiversity in Ireland,2014,International Journal of Biometeorology,10.1007/s00484-013-0717-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904254292&doi=10.1007%2fs00484-013-0717-0&partnerID=40&md5=39fa62b12354f4527a9586acccbb237b,Scopus
"Gurnell, J., Lurz, P., Bertoldi, W.",The changing patterns in the distribution of red and grey squirrels in the North of England and Scotland between 1991 and 2010 based on volunteer surveys,2014,Hystrix,10.4404/hystrix-25.2-9988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966328599&doi=10.4404%2fhystrix-25.2-9988&partnerID=40&md5=434107bcc99752cd707fb19f3715034e,Scopus
"Barwell, L.J., Azaele, S., Kunin, W.E., Isaac, N.J.B.",Can coarse-grain patterns in insect atlas data predict local occupancy?,2014,Diversity and Distributions,10.1111/ddi.12203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904034923&doi=10.1111%2fddi.12203&partnerID=40&md5=2a7390f668498db6961ef25b71ad3bb5,Scopus
"Hardy, P.B., Sparks, T.H., Dennis, R.L.H.","The impact of climatic change on butterfly geography: Does climatic change produce coincident trends in populations, distributions and ranges?",2014,Biodiversity and Conservation,10.1007/s10531-014-0637-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895833160&doi=10.1007%2fs10531-014-0637-2&partnerID=40&md5=a53f620f665338ba76a38e922f1a6ba5,Scopus
"Goodenough, A.E.",Effects of habitat on breeding success in a declining migrant songbird: The case of pied flycatcher ficedula hypoleuca,2014,Acta Ornithologica,10.3161/173484714X687046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924432832&doi=10.3161%2f173484714X687046&partnerID=40&md5=4e6a6016371850dc8777fc69ac5483b5,Scopus
"Barnard, L., Scott, C., Owens, M., Lockwood, M., Tucker-Hood, K., Thomas, S., Crothers, S., Davies, J.A., Harrison, R., Lintott, C., Simpson, R., O'Donnell, J., Smith, A.M., Waterson, N., Bamford, S., Romeo, F., Kukula, M., Owens, B., Savani, N., Wilkinson, J., Baeten, E., Poeffel, L., Harder, B.",The solar stormwatch CME catalogue: Results from the first space weather citizen science project,2014,Space Weather,10.1002/2014SW001119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920964235&doi=10.1002%2f2014SW001119&partnerID=40&md5=a926b416e7bfe71244a20270bc132c56,Scopus
"Benson, R.B.J., Bowdler, T.","Anatomy of Colymbosaurus megadeirus (Reptilia, Plesiosauria) from the Kimmeridge Clay Formation of the U.K., and high diversity among Late Jurassic plesiosauroids",2014,Journal of Vertebrate Paleontology,10.1080/02724634.2014.850087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910633922&doi=10.1080%2f02724634.2014.850087&partnerID=40&md5=ef9e1054321dc674a51fe6fc995d476c,Scopus
"Henderson, I., Calladine, J., Massimino, D., Taylor, J.A., Gillings, S.","Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxicola rubetra and Stonechat Saxicola torquata in Britain",2014,Bird Study,10.1080/00063657.2014.962482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908670999&doi=10.1080%2f00063657.2014.962482&partnerID=40&md5=a3f7711c4e5699cec2c032b9d09b4790,Scopus
"Powney, G.D., Preston, C.D., Purvis, A., Van Landuyt, W., Roy, D.B.",Can trait-based analyses of changes in species distribution be transferred to new geographic areas?,2014,Global Ecology and Biogeography,10.1111/geb.12189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905858302&doi=10.1111%2fgeb.12189&partnerID=40&md5=b2b3631a3dcb6dc919cf75eca4152188,Scopus
"Berardinelli, F., Sgura, A., Di Masi, A., Leone, S., Cirrone, G.A.P., Romano, F., Tanzarella, C., Antoccia, A.",Radiation-induced telomere length variations in normal and in Nijmegen Breakage Syndrome cells,2014,International Journal of Radiation Biology,10.3109/09553002.2014.859400,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892702643&doi=10.3109%2f09553002.2014.859400&partnerID=40&md5=bb16ab15854c3f96620fb097d7b76b89,Scopus
"Ellis, S.","A history of collaboration, a future in crowdsourcing: Positive impacts of cooperation on british librarianship",2014,Libri,10.1515/libri-2014-0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900832108&doi=10.1515%2flibri-2014-0001&partnerID=40&md5=479c37a22d5f3168bda4f15976f9f4a9,Scopus
"Strohbach, M.W., Hrycyna, A., Warren, P.S.","150 years of changes in bird life in Cambridge, Massachusetts from 1860 to 2012",2014,Wilson Journal of Ornithology,10.1676/13-127.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903946879&doi=10.1676%2f13-127.1&partnerID=40&md5=438dce2665241c21f7abc39517c5ce6d,Scopus
"Buesching, C.D., Newman, C., Macdonald, D.W.",How dear are deer volunteers: The efficiency of monitoring deer using teams of volunteers to conduct pellet group counts,2014,ORYX,10.1017/S0030605313000227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926406928&doi=10.1017%2fS0030605313000227&partnerID=40&md5=6c6a8b1e9b6302e4f49df567ac087bea,Scopus
"Fox, R., Oliver, T.H., Harrower, C., Parsons, M.S., Thomas, C.D., Roy, D.B.",Long-term changes to the frequency of occurrence of British moths are consistent with opposing and synergistic effects of climate and land-use changes,2014,Journal of Applied Ecology,10.1111/1365-2664.12256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904396034&doi=10.1111%2f1365-2664.12256&partnerID=40&md5=2b459a90fdd136dc6fd22efcf113554f,Scopus
"Garbuzov, M., Ratnieks, F.L.W.",Quantifying variation among garden plants in attractiveness to bees and other flower-visiting insects,2014,Functional Ecology,10.1111/1365-2435.12178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896034969&doi=10.1111%2f1365-2435.12178&partnerID=40&md5=2de583abec5e8bee811d1f75655c939f,Scopus
"Matechou, E., Dennis, E.B., Freeman, S.N., Brereton, T.",Monitoring abundance and phenology in (multivoltine) butterfly species: A novel mixture model,2014,Journal of Applied Ecology,10.1111/1365-2664.12208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900540146&doi=10.1111%2f1365-2664.12208&partnerID=40&md5=8ad0dc3c6167cd67b7beb5bf9d1ef530,Scopus
"Pantidi, N., Moran, S., Bachour, K., Rodden, T., Zilli, D., Merrett, G., Rogers, A.",Field testing a rare species bioacoustic smartphone application: Challenges and future considerations,2014,"2014 IEEE International Conference on Pervasive Computing and Communication Workshops, PERCOM WORKSHOPS 2014",10.1109/PerComW.2014.6815235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901372541&doi=10.1109%2fPerComW.2014.6815235&partnerID=40&md5=4e4195d86474713f213334bd187ba39b,Scopus
"Sharkey, N., Jones, M., Bourke, D.",Climate change impacts on woodland species: Implications for the conservation of woodland habitats in Ireland,2013,Biology and Environment,10.3318/BIOE.2013.20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892613967&doi=10.3318%2fBIOE.2013.20&partnerID=40&md5=7b8572388b3274284af079225690640d,Scopus
"Roche, J.E., Muller, Y., Siblet, J.-P.",An easy method to estimate population size of common breeding birds in France [Une méthode simple pour estimer les populations d'oiseaux communs nicheurs en france],2013,Alauda,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892634529&partnerID=40&md5=097553ecb106cc8ef8df22f996b6df90,Scopus
"Stevenson, J.A., Loughlin, S.C., Font, A., Fuller, G.W., MacLeod, A., Oliver, I.W., Jackson, B., Horwell, C.J., Thordarson, T., Dawson, I.","UK monitoring and deposition of tephra from the May 2011 eruption of Grímsvötn, Iceland",2013,Journal of Applied Volcanology,10.1186/2191-5040-2-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962044936&doi=10.1186%2f2191-5040-2-3&partnerID=40&md5=1be9882f59f6c08d80b5bf31dec764df,Scopus
"Bishop, T.R., Botham, M.S., Fox, R., Leather, S.R., Chapman, D.S., Oliver, T.H.",The utility of distribution data in predicting phenology,2013,Methods in Ecology and Evolution,10.1111/2041-210X.12112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887160159&doi=10.1111%2f2041-210X.12112&partnerID=40&md5=2c127871aeda78376be93882e74807ec,Scopus
"Brzeski, K.E., Gunther, M.S., Black, J.M.",Evaluating river otter demography using noninvasive genetic methods,2013,Journal of Wildlife Management,10.1002/jwmg.610,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886952878&doi=10.1002%2fjwmg.610&partnerID=40&md5=1ea9990886a5a13b666bf986695ce5f2,Scopus
"White, S., O'Neill, D., O'Meara, D.B., Shores, C., O'Reilly, C., Harrington, A.P., Weyman, G., Sleeman, D.P.",A non-invasive genetic survey of otters (Lutra lutra) in an urban environment: A pilot study with citizen scientists,2013,IUCN/SCC Otter Specialist Group Bulletin,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892467942&partnerID=40&md5=d64490bc8bcb2faa01ddda4b700308c5,Scopus
"Dennis, E.B., Freeman, S.N., Brereton, T., Roy, D.B.",Indexing butterfly abundance whilst accounting for missing counts and variability in seasonal pattern,2013,Methods in Ecology and Evolution,10.1111/2041-210X.12053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879763238&doi=10.1111%2f2041-210X.12053&partnerID=40&md5=1aa7fc4d5fffa9f6e3e680b283944631,Scopus
"Powell, J., Nash, G., Bell, P.",GeoExposures: Documenting temporary geological exposures in Great Britain through a citizen-science web site,2013,Proceedings of the Geologists' Association,10.1016/j.pgeola.2012.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878996076&doi=10.1016%2fj.pgeola.2012.04.004&partnerID=40&md5=fa6719590596854dbba778509c975f5e,Scopus
"Butt, N., Slade, E., Thompson, J., Malhi, Y., Riutta, T.",Quantifying the sampling error in tree census measurements by volunteers and its effect on carbon stock estimates,2013,Ecological Applications,10.1890/11-2059.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878929121&doi=10.1890%2f11-2059.1&partnerID=40&md5=846d6e122af90e1368f796345926b7f3,Scopus
"Pywell, R., Woodcock, B.",Nature's harvest,2013,Planet Earth,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874782056&partnerID=40&md5=4943fe5694c42e24421a054d4e0706eb,Scopus
"Broughton, R.K., Hill, R.A., Hinsley, S.A.","Relationships between patterns of habitat cover and the historical distribution of the Marsh Tit, Willow Tit and Lesser Spotted Woodpecker in Britain",2013,Ecological Informatics,10.1016/j.ecoinf.2012.11.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875237941&doi=10.1016%2fj.ecoinf.2012.11.012&partnerID=40&md5=6e741d005bd5facaa4556f6ddfcbe518,Scopus
"Bates, A.J., Sadler, J.P., Everett, G., Grundy, D., Lowe, N., Davis, G., Baker, D., Bridge, M., Clifton, J., Freestone, R., Gardner, D., Gibson, C., Hemming, R., Howarth, S., Orridge, S., Shaw, M., Tams, T., Young, H.",Assessing the value of the Garden Moth Scheme citizen science dataset: How does light trap type affect catch?,2013,Entomologia Experimentalis et Applicata,10.1111/eea.12038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873303103&doi=10.1111%2feea.12038&partnerID=40&md5=64fef2c96f77064dd1c01422705b6508,Scopus
"Snaddon, J., Petrokofsky, G., Jepson, P., Willis, K.J.",Biodiversity technologies: Tools as change agents,2013,Biology Letters,10.1098/rsbl.2012.1029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872024092&doi=10.1098%2frsbl.2012.1029&partnerID=40&md5=5ccae3978474d5ceb1088d07eeac7fb8,Scopus
