Google Scholar search results through Publish or Perish,,,,,,,,,,,,,,,,,,,,,,
PoP search terms – all of the words: “biological records” “United Kingdom”; none of the words: book “new report” “new species” “new record’,,,,,,,,,,,,,,,,,,,,,,
12 June 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
12,"MJO Pocock, JC Tweddle, J Savage, LD Robinson…",The diversity and evolution of ecological and environmental citizen science,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172579,"https://scholar.google.com/scholar?cites=6496371216368449185&as_sdt=2005&sciodt=0,5&hl=en&num=20",15,2018-06-12,HTML,,,,,,,,12,12,2,5,1
10,"H Jacquemyn, R Brys, MJ Hutchings",Biological flora of the British Isles: Epipactis palustris,2014,Journal of Ecology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1365-2745.12287/full,"https://scholar.google.com/scholar?cites=10756540058501969226&as_sdt=2005&sciodt=0,5&hl=en&num=20",16,2018-06-12,HTML,,,,,,,,10,2.5,3,3,4
7,"RW Battarbee, S Turner, H Yang, NL Rose…","Air pollutant contamination and acidification of surface waters in the North York Moors, UK: Multi-proxy evidence from the sediments of a moorland pool",2015,The …,journals.sagepub.com,http://journals.sagepub.com/doi/abs/10.1177/0959683614556380,"https://scholar.google.com/scholar?cites=16984468246574487192&as_sdt=2005&sciodt=0,5&hl=en&num=20",17,2018-06-12,,,,,,,,,7,2.33,1,5,3
6,"C Andrew, E Heegaard, PM Kirk, C Bässler…",Big data integration: Pan-European fungal species observations' assembly for addressing contemporary questions in ecology and global change biology,2017,Fungal Biology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1749461316300926,"https://scholar.google.com/scholar?cites=13969888867514531776&as_sdt=2005&sciodt=0,5&hl=en&num=20",18,2018-06-12,HTML,,,,,,,,6,6,1,5,1
41,"E Elkaim, B Neven, J Bruneau…",Clinical and immunologic phenotype associated with activated phosphoinositide 3-kinase δ syndrome 2: A cohort study,2016,Journal of Allergy and …,jacionline.org,https://www.jacionline.org/article/S0091-6749(16)30097-5/fulltext,"https://scholar.google.com/scholar?cites=12226153789559109328&as_sdt=2005&sciodt=0,5&hl=en&num=20",19,2018-06-12,HTML,,,,,,,,41,20.5,10,4,2
1,"PMJ Brown, HE Roy",Reflections on the long-term assessment of ladybird (Coleoptera: Coccinellidae) populations in the Czech Republic and the United Kingdom,2015,Acta Societatis Zoologicae Bohemicae,nora.nerc.ac.uk,http://nora.nerc.ac.uk/id/eprint/511646,"https://scholar.google.com/scholar?cites=8897741437741080185&as_sdt=2005&sciodt=0,5&hl=en&num=20",20,2018-06-12,,,,,,,,,1,0.33,1,2,3
5,"EB Dennis, BJT Morgan, TM Brereton…",Using citizen science butterfly counts to predict species population trends,2017,Conservation …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12956/full,"https://scholar.google.com/scholar?cites=12966800341573728706&as_sdt=2005&sciodt=0,5&hl=en&num=20",21,2018-06-12,,,,,,,,,5,5,1,4,1
43,"T August, M Harvey, P Lightfoot…",Emerging technologies for biological recording,2015,Biological Journal of …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/bij.12534/full,"https://scholar.google.com/scholar?cites=11133125927262801843&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,2018-06-12,,,,,,,,,43,14.33,11,4,3
3,"LA Jawad, K Hoedemakers, AL Ibáñez…","Morphology study of the otoliths of the parrotfish, Chlorurus sordidus (Forsskål, 1775) and Hipposcarus harid (Forsskål, 1775) from the Red Sea coast of Egypt …",2017,… of the United Kingdom,cambridge.org,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/morphology-study-of-the-otoliths-of-the-parrotfish-chlorurus-sordidus-forsskal-1775-and-hipposcarus-harid-forsskal-1775-from-the-red-sea-coast-of-egypt-family-scaridae/C73004FDA72A5F67CA19DAF5115E7E52,"https://scholar.google.com/scholar?cites=12831808819365581991&as_sdt=2005&sciodt=0,5&hl=en&num=20",23,2018-06-12,,,,,,,,,3,3,1,4,1
3,"S Rouse, ME Spencer Jones, JS Porter",Spatial and temporal patterns of bryozoan distribution and diversity in the Scottish sea regions,2014,Marine ecology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/maec.12088/full,"https://scholar.google.com/scholar?cites=2342918413921577360&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,2018-06-12,,,,,,,,,3,0.75,1,3,4
3,"S Cook, JW Swann","Canine babesiosis: autochthonous today, endemic tomorrow?",2016,Veterinary Record,veterinaryrecord.bmj.com,http://veterinaryrecord.bmj.com/lookup/ijlink/YTozOntzOjQ6InBhdGgiO3M6MTQ6Ii9sb29rdXAvaWpsaW5rIjtzOjU6InF1ZXJ5IjthOjQ6e3M6ODoibGlua1R5cGUiO3M6NDoiRlVMTCI7czoxMToiam91cm5hbENvZGUiO3M6NjoidmV0cmVjIjtzOjU6InJlc2lkIjtzOjEwOiIxNzgvMTcvNDE3IjtzOjQ6ImF0b20iO3M6Mzk6Ii92ZXRyZWMvZWFybHkvMjAxNi8wOC8wMi92ci4xMDM5MDguYXRvbSI7fXM6ODoiZnJhZ21lbnQiO3M6MDoiIjt9,"https://scholar.google.com/scholar?cites=16618345429917364701&as_sdt=2005&sciodt=0,5&hl=en&num=20",25,2018-06-12,,,,,,,,,3,1.5,2,2,2
3,"L Davies, R Fradera, H Riesch…","Surveying the citizen science landscape: an exploration of the design, delivery and impact of citizen science through the lens of the Open Air Laboratories …",2016,BMC …,bmcecol.biomedcentral.com,https://bmcecol.biomedcentral.com/articles/10.1186/s12898-016-0066-z,"https://scholar.google.com/scholar?cites=9241170624022636008&as_sdt=2005&sciodt=0,5&hl=en&num=20",26,2018-06-12,HTML,,,,,,,,3,1.5,1,4,2
7,"JF Tweddle, L Gray, C Kelly, R Shucksmith",Developing regional locational guidance for wave and tidal energy in the Shetland Islands,2014,Marine Policy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0308597X14001419,"https://scholar.google.com/scholar?cites=4912039450790854489&as_sdt=2005&sciodt=0,5&hl=en&num=20",27,2018-06-12,HTML,,,,,,,,7,1.75,2,4,4
27,"MJO Pocock, SE Newson, IG Henderson…",Developing and enhancing biodiversity monitoring programmes: a collaborative assessment of priorities,2015,Journal of Applied …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12423/full,"https://scholar.google.com/scholar?cites=14504162019574489094&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,2018-06-12,HTML,,,,,,,,27,9,7,4,3
2,"A Kosanic, K Anderson, S Harrison, T Turkington…",Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),2018,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191021,"https://scholar.google.com/scholar?cites=3662610993909839451&as_sdt=2005&sciodt=0,5&hl=en&num=20",29,2018-06-12,HTML,,,,,,,,2,2,0,5,1
1,"B Cull, ME Pietzsch, KM Hansford…","Surveillance of British ticks: An overview of species records, host associations, and new records of Ixodes ricinus distribution",2018,Ticks and tick-borne …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877959X17305137,"https://scholar.google.com/scholar?cites=11186783185871380102&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,2018-06-12,HTML,,,,,,,,1,1,0,4,1
11,"A Sier, D Monteith",The UK Environmental Change Network after twenty years of integrated ecosystem assessment: Key findings and future perspectives,2016,Ecological indicators,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X16300231,"https://scholar.google.com/scholar?cites=6074354358290132491&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,2018-06-12,HTML,,,,,,,,11,5.5,6,2,2
1,"P Spradbery, L Dvorak",Invasive species compendium,2016,,xcsconsulting.com.au,http://www.xcsconsulting.com.au/pdf/Vespula%20germanica.pdf,"https://scholar.google.com/scholar?cites=9934835021138991936&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,2018-06-12,PDF,,,,,,,,1,0.5,1,2,2
6,"M Elshemy, M Khadr",Hydrodynamic impacts of Egyptian Coastal Lakes due to climate change-example Manzala Lake,2015,Int Water Technol J,iwtj.info,http://iwtj.info/wp-content/uploads/2015/09/final-6journal.pdf,"https://scholar.google.com/scholar?cites=6258034085417401286&as_sdt=2005&sciodt=0,5&hl=en&num=20",33,2018-06-12,PDF,,,,,,,,6,2,3,2,3
39,"TA Schlacher, AR Baco, AA Rowden…",Seamount benthos in a cobalt‐rich crust region of the central Pacific: conservation challenges for future seabed mining,2014,Diversity and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/ddi.12142/full,"https://scholar.google.com/scholar?cites=14068318550125178192&as_sdt=2005&sciodt=0,5&hl=en&num=20",34,2018-06-12,HTML,,,,,,,,39,9.75,10,4,4
16,"J Arivalagan, T Yarra, B Marie…",Insights from the shell proteome: biomineralization to adaptation,2016,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/34/1/66/2670196,"https://scholar.google.com/scholar?cites=9043659389224993862&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,2018-06-12,,,,,,,,,16,8,4,4,2
6,"L Carver, S Sullivan",How economic contexts shape calculations of yield in biodiversity offsetting,2017,Conservation Biology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12917/full,"https://scholar.google.com/scholar?cites=13433531804741498992&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,2018-06-12,HTML,,,,,,,,6,6,3,2,1
0,"M Postles, M Bartlett",The rise of BioBlitz: Evaluating a popular event format for public engagement and wildlife recording in the United Kingdom,2018,Applied Environmental Education & …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1533015X.2018.1427010,,37,2018-06-12,,,,,,,,,0,0,0,2,1
0,"EB Dennis, BJT Morgan, SN Freeman, MS Ridout…",Efficient occupancy model-fitting for extensive citizen-science data,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0174433,,38,2018-06-12,HTML,,,,,,,,0,0,0,5,1
0,"DS Finn, MJ O'Callaghan, JP Sadler, M Williams",Development and Characterization of Seven Polymorphic Microsatellite Loci in Bembidion atrocaeruleum (Coleoptera: Carabidae),2014,,ir.library.oregonstate.edu,https://ir.library.oregonstate.edu/concern/articles/xs55md89q,,39,2018-06-12,,,,,,,,,0,0,0,4,4
0,"MJ O'Callaghan, DS Finn, M Williams…",Development and Characterization of Seven Polymorphic Microsatellite Loci in Bembidion atrocaeruleum (Coleoptera: Carabidae),2014,Journal of Insect …,academic.oup.com,https://academic.oup.com/jinsectscience/article-abstract/2381385,,40,2018-06-12,,,,,,,,,0,0,0,4,4
0,"DF McAlpine, AD Fairweather","Occurrence of the terrestrial isopod, Haplophthalmus mengii (Zaddach, 1844) (Oniscidea, Trichoniscidae), in North America",2016,Crustaceana,booksandjournals.brillonline.com,http://booksandjournals.brillonline.com/content/journals/10.1163/15685403-00003505,,41,2018-06-12,CITATION,,,,,,,,0,0,0,2,2
1,"C Andrew, E Heegaard, AC Gange, B Senn-Irlet, S Egli…",Congruency in fungal phenology patterns across dataset sources and scales,2018,Fungal Ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1754504817301745,"https://scholar.google.com/scholar?cites=15172596134999940896&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,2018-06-12,HTML,,,,,,,,1,1,0,6,1
0,"RF Comont, K Ashbrook",Evaluating promotional approaches for citizen science biological recording: bumblebees as a group versus Harmonia axyridis as a flagship for ladybirds,2017,BioControl,Springer,https://link.springer.com/article/10.1007/s10526-016-9771-y,,43,2018-06-12,HTML,,,,,,,,0,0,0,2,1
0,"MS Silvia, EF Connor",Differences in meristems between monocots and dicots and susceptibility to attack by gall-inducing insects,2017,Arthropod-Plant Interactions,Springer,https://link.springer.com/article/10.1007/s11829-017-9502-z,,44,2018-06-12,HTML,,,,,,,,0,0,0,2,1
0,"B Cull, ME Pietzsch, KM Hansford, EL Gillingham…",Ticks and Tick-borne Diseases,,researchgate.net,,https://www.researchgate.net/profile/Jolyon_Medlock/publication/322922070_Surveillance_of_British_ticks_An_overview_of_species_records_host_associations_and_new_records_of_Ixodes_ricinus_distribution/links/5a9ea06d0f7e9b80dfb4e6cf/Surveillance-of-British-ticks-An-overview-of-species-records-host-associations-and-new-records-of-Ixodes-ricinus-distribution.pdf,,45,2018-06-12,PDF,,,,,,,,0,0,0,5,
1,"LRFD Knight, A Brancelj, B Hänfling…",The groundwater invertebrate fauna of the Channel Islands,2015,Subterranean …,subtbiol.pensoft.net,https://subtbiol.pensoft.net/article_preview.php?id=4792,"https://scholar.google.com/scholar?cites=12297156970103940213&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,2018-06-12,HTML,,,,,,,,1,0.33,0,4,3
0,"K Ayeni, O Ayeni, MB Henson…","Environmental Audit and Re-assessment of Some Selected Regionally Important Geological/Geomorphological Sites in Knowsley, UK",2017,Environmental …,macrothink.org,http://www.macrothink.org/journal/index.php/emsd/article/view/11111,,47,2018-06-12,,,,,,,,,0,0,0,4,1
0,C Cathrine,Grass Snakes (Natrix natrix) in Scotland,2014,Glasgow Naturalist,glasgownaturalhistory.org.uk,http://www.glasgownaturalhistory.org.uk/gn26_1/nar_conf/cathrine_grass-snakes.pdf,,48,2018-06-12,PDF,,,,,,,,0,0,0,1,4
0,"KM Brauneder, C Montes, S Blyth, L Bennun…",Global screening for Critical Habitat in the terrestrial realm,2018,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193102,,49,2018-06-12,HTML,,,,,,,,0,0,0,5,1
0,SY Tenjing,"Population dynamics of Donax faba (Family: Donacidae) in the coastal waters of Padukere, Karnataka (India)",2017,Iranian Journal of Fisheries Sciences,jifro.ir,https://jifro.ir/article-1-2616-en.pdf,,50,2018-06-12,PDF,,,,,,,,0,0,0,1,1
0,RJ Driscoll,"MANSON, K., & TIMMS, RM, 1984.",,THE NORFOLK & NORWICH,norfolknaturalists.org.uk,http://norfolknaturalists.org.uk/wp/wp-content/uploads/2017/02/Transactions-1995-tranctionsofno30norf_page_283-394.pdf#page=28,,51,2018-06-12,PDF,,,,,,,,0,0,0,1,
0,"MP Pfäffle, TN Petney…","Ixodes acuminatus Neumann, 1901",2018,Ticks of Europe and North …,books.google.com,https://books.google.com/books?hl=en&lr=&id=_5JRDwAAQBAJ&oi=fnd&pg=PA172&dq=%E2%80%9Cbiological+records%E2%80%9D+%E2%80%9Cunited+kingdom%E2%80%9D+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=LLHrnKbPaN&sig=27rOdVpByz7FNOiLhGobmI8eGr8,,52,2018-06-12,,,,,,,,,0,0,0,3,1
0,US LAWS,BIOLOGICAL OBJECTIVES AND THE,2014,Fishery Science and Management: Objectives and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=6KbTBwAAQBAJ&oi=fnd&pg=PA295&dq=%E2%80%9Cbiological+records%E2%80%9D+%E2%80%9Cunited+kingdom%E2%80%9D+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=_rzwGOPtO6&sig=b0Ej8WkHC0zFguR17xbyWCuZQHo,,53,2018-06-12,,,,,,,,,0,0,0,1,4
1,"P Vasconcelos, P Moura, F Pereira…",Morphometric relationships and relative growth of 20 uncommon bivalve species from the Algarve coast (southern Portugal),2016,… of the United Kingdom,cambridge.org,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/morphometric-relationships-and-relative-growth-of-20-uncommon-bivalve-species-from-the-algarve-coast-southern-portugal/F44C4D88317711675AFD34FDC78301E9,"https://scholar.google.com/scholar?cites=4383653941319414937&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,2018-06-12,,,,,,,,,1,0.5,0,4,2
0,"JM Fariñas-Franco, B Pearce, JM Mair, DB Harries…",Missing native oyster (Ostrea edulis L.) beds in a European Marine Protected Area: Should there be widespread restorative management?,2018,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320717308030,,55,2018-06-12,HTML,,,,,,,,0,0,0,5,1
18,"NJ Bax, J Cleary, B Donnelly, DC Dunn…",Results of efforts by the Convention on Biological Diversity to describe ecologically or biologically significant marine areas,2016,Conservation …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12649/full,"https://scholar.google.com/scholar?cites=5754981687378168600&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,2018-06-12,HTML,,,,,,,,18,9,4,5,2
7,"M Tanahashi, CJ Hawes",The presence of a mycangium in European Sinodendron cylindricum (Coleoptera: Lucanidae) and the associated yeast symbionts,2016,Journal of Insect Science,academic.oup.com,https://academic.oup.com/jinsectscience/article-abstract/doi/10.1093/jisesa/iew054/2726687,"https://scholar.google.com/scholar?cites=17212570263996151332&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,2018-06-12,,,,,,,,,7,3.5,4,2,2
0,"OL Pescott, KJ Walker, SM Smart, DB Roy",NPMS Air Pollution Data Review WP1 Report,,npms.org.uk,,http://www.npms.org.uk/sites/www.npms.org.uk/files/PDF/NPMS%20Air%20Pollution%20Data%20Review_WP1_FINAL.pdf,,58,2018-06-12,PDF,,,,,,,,0,0,0,4,
0,YT Singh,"Relationships between environmental factors and biological parameters of Asian wedge clam, Donax scortum, morphometric analysis, length-weight relationship and …",2017,… Marine Biological Association of the United Kingdom,cambridge.org,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/relationships-between-environmental-factors-and-biological-parameters-of-asian-wedge-clam-donax-scortum-morphometric-analysis-lengthweight-relationship-and-condition-index-a-first-report-in-asia/F226F100E476B9D763547B85085EC5E2,,59,2018-06-12,,,,,,,,,0,0,0,1,1
5,"A Komonen, LM Sundström, A Wall…",Afforested fields benefit nutrient‐demanding fungi,2016,Restoration …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/rec.12282/full,"https://scholar.google.com/scholar?cites=1910330537969498950&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,2018-06-12,,,,,,,,,5,2.5,1,4,2
11,"AJ Suggitt, RJ Wilson, TA August, R Fox…",Microclimate affects landscape level persistence in the British Lepidoptera,2015,Journal of Insect …,Springer,https://link.springer.com/article/10.1007/s10841-014-9749-y,"https://scholar.google.com/scholar?cites=2428717258683345441&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,2018-06-12,HTML,,,,,,,,11,3.67,2,5,3
18,"AJA Stewart, TM Bantock, BC Beckmann…",The role of ecological interactions in determining species ranges and range changes,2015,Biological Journal of …,academic.oup.com,https://academic.oup.com/biolinnean/article-abstract/115/3/647/2440502,"https://scholar.google.com/scholar?cites=9894056460472098096&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,2018-06-12,,,,,,,,,18,6,5,4,3
15,"TH Oliver, DB Roy",The pitfalls of ecological forecasting,2015,Biological Journal of the Linnean Society,academic.oup.com,https://academic.oup.com/biolinnean/article-abstract/115/3/767/2440542,"https://scholar.google.com/scholar?cites=9064447352571094858&as_sdt=2005&sciodt=0,5&hl=en&num=20",63,2018-06-12,,,,,,,,,15,5,8,2,3
3,"S Croft, ALM Chauvenet, GC Smith",A systematic approach to estimate the distribution and total abundance of British mammals,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176339,"https://scholar.google.com/scholar?cites=8356306258809302131&as_sdt=2005&sciodt=0,5&hl=en&num=20",64,2018-06-12,HTML,,,,,,,,3,3,1,3,1
5,"P Gale, L Kelly, EL Snary",Pathways for entry of livestock arboviruses into Great Britain: assessing the strength of evidence,2015,Transboundary and emerging …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/tbed.12317/full,"https://scholar.google.com/scholar?cites=2848726148320466746&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,2018-06-12,,,,,,,,,5,1.67,2,3,3
1,"BV Purse, D Masante, N Golding, D Pigott, JC Day…",How will climate change pathways and mitigation options alter incidence of vector-borne diseases? A framework for leishmaniasis in South and Meso …,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0183583,"https://scholar.google.com/scholar?cites=4054082898879015237&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,2018-06-12,HTML,,,,,,,,1,1,0,6,1
3,"PJ Bouchet, JJ Meeuwig, Z Huang…",Continental‐scale hotspots of pelagic fish abundance inferred from commercial catch records,2017,Global Ecology and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/geb.12619/full,"https://scholar.google.com/scholar?cites=12369022286565390703&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,2018-06-12,,,,,,,,,3,3,1,4,1
0,"G Campbell, H Portsmouth",Great Scallops (Pecten maximus)(Mollusca: Bivalvia) exhibit phenotypic plasticity,,academia.edu,,http://www.academia.edu/download/34530827/Pecten_multivariate_allometry.pdf,,68,2018-06-12,PDF,,,,,,,,0,0,0,2,
24,"DM Tendall, S Hellweg, S Pfister…","Impacts of River Water Consumption on Aquatic Biodiversity in Life Cycle Assessment A Proposed Method, and a Case Study for Europe",2014,… science & technology,ACS Publications,http://pubs.acs.org/doi/abs/10.1021/es4048686,"https://scholar.google.com/scholar?cites=14311046533902319894&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,2018-06-12,,,,,,,,,24,6,6,4,4
33,S Johnsen,Hide and seek in the open sea: pelagic camouflage and visual countermeasures,2014,Annual review of marine science,annualreviews.org,http://www.annualreviews.org/doi/abs/10.1146/annurev-marine-010213-135018,"https://scholar.google.com/scholar?cites=17281665474313011495&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,2018-06-12,,,,,,,,,33,8.25,33,1,4
