link,inclusion_order,title,qualifies,authors,publication,doi,year,reason for disqualification
https://link.springer.com/article/10.1007/s10841-018-0046-z,13,Improving our science: the evolution of butterfly sampling and surveying methods over time,FALSE,NA,NA,NA,2018,review
NA,14,Atmospheric total ozone column evaluation with a smartphone image sensor,FALSE,"Igoe, DP; Parisi, AV; Amar, A; Downs, NJ; Turner, J",INTERNATIONAL JOURNAL OF REMOTE SENSING,10.1080/01431161.2018.1433895,2018,not biology
https://search.proquest.com/docview/2030873408?accountid=14507,15,An Irish national vegetation classification system for aquatic river macrophytes,FALSE,"Weekes, L; Kącki, Z; FitzPatrick, Ú; Kelly, F; Matson, R; Mary Kelly‐Quinn",NA,NA,2018,not bio recs data – this is a compilation of data from other studies
https://onlinelibrary.wiley.com/doi/abs/10.1111/aec.12608,16,Citizen science in schools: Engaging students in research on urban habitat for pollinators,FALSE,NA,NA,NA,2018,wrong geographic area
NA,17,Geodemographic biases in crowdsourced knowledge websites: Do neighbours fill in the blanks?,FALSE,"Bright, J; De Sabbata, S; Lee, S",GEOJOURNAL,10.1007/s10708-017-9778-7,2018,NA
https://search.proquest.com/docview/2024642883?accountid=14507,18,WHAT DO WE WANT? RIGHTS FOR RIVERS,FALSE,"Thompson, S",NA,NA,2018,no bio recs data
NA,19,Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites,FALSE,"Ribeiro, AJM; Holliday, GL; Furnham, N; Tyzack, JD; Ferris, K; Thornton, JM",NUCLEIC ACIDS RESEARCH,10.1093/nar/gkx1012,2018,NA
https://onlinelibrary.wiley.com/doi/abs/10.1111/ntwe.12104,20,Of crowds and talents: discursive constructions of global online labour,FALSE,NA,NA,NA,2018,not bio recs
https://search.proquest.com/docview/1966437159?accountid=14507,21,The sensitivity of breeding songbirds to changes in seasonal timing is linked to population change but cannot be directly attributed to the effects of trophic asynchrony on productivity.,FALSE,"Franks, SE; Pearce-Higgins, JW; Atkinson, S; Bell, JR; Botham, MS; Brereton, TM; Harrington, R; Leech, DI",NA,NA,2018,duplicate already included
NA,22,"New plesiosaurian specimens (Reptilia, Plesiosauria) from the Upper Cretaceous (Turonian) of Goulmima (Southern Morocco)",FALSE,"Allemand, R; Bardet, N; Houssaye, A; Vincent, P",CRETACEOUS RESEARCH,10.1016/j.cretres.2017.09.017,2018,NA
https://search.proquest.com/docview/2001147613?accountid=14507,23,» Llangefni event,FALSE,NA,NA,NA,2018,not research
https://www.sciencedirect.com/science/article/pii/S095671351830207X,24,DNA barcoding revealing mislabeling of seafood in European mass caterings,FALSE,NA,NA,NA,2018,not bio recs data
NA,25,Prognosis of sciatica and back-related leg pain in primary care: the ATLAS cohort,FALSE,"Konstantinou, K; Dunn, KM; Ogollah, R; Lewis, M; van der Windt, D; Hay, EM",SPINE JOURNAL,10.1016/j.spinee.2017.10.071,2018,not bio recs
https://search.proquest.com/docview/1987603927?accountid=14507,26,Building essential biodiversity variables (EBVs) of species distribution and abundance at a global scale,FALSE,"Kissling, W Daniel; Ahumada, JA; Bowser, A; Fernandez, M; Fernandez, N; Garcia, Enrique Alonso; Guralnick, RP; Isaac, Nick J B; Kelling, S; Los, W; McRae, L; Mihoub, Jean-Baptiste; Obst, M; Santamaria, M; Skidmore, AK; Williams, KJ; Agosti, D; Amariles, D; Arvanitidis, C; Bastin, L; De Leo, F; Egloff, W; Elith, J; Hobern, D; Martin, D; Pereira, HM; Pesole, G; Peterseil, J; Saarenmaa, H; Schigel, D; Schmeller, DS; Segata, N; Turak, E; Uhlir, PF; Wee, B; Hardisty, AR",NA,NA,2018,review
https://search.proquest.com/docview/2050594923?accountid=14507,27,The Dynamic Nature of Forage Preference and Microhistological Atlas,FALSE,"Henderson, John J.",NA,NA,2018,not bio recs data
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038104251&doi=10.1080%2f15481603.2017.1413794&partnerID=40&md5=32137cd60afa0b181463fdbd32c004a7,28,Trust as a proxy indicator for intrinsic quality of Volunteered Geographic Information in biodiversity monitoring programs,FALSE,"Vahidi, H; Klinkenberg, B; Yan, W",GIScience and Remote Sensing,10.1080/15481603.2017.1413794,2018,wrong geographic area
https://www.emeraldinsight.com/doi/abs/10.1108/IJCCSM-06-2017-0142,29,Climate impact assessment and “islandness” Challenges and opportunities of knowledge production and decision-making for Small Island Developing States,FALSE,NA,NA,NA,2018,review
https://search.proquest.com/docview/2035179100?accountid=14507,30,How training citizen scientists affects the accuracy and precision of phenological data,FALSE,"Feldman, RE; Žemaitė, I; Miller-Rushing, AJ",NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/1986342908?accountid=14507,31,Estimates of observer expertise improve species distributions from citizen science data,FALSE,"Johnston, A; Fink, D; Hochachka, WM; Kelling, S",NA,NA,2018,wrong geographic area
https://www.sciencedirect.com/science/article/pii/S0169555X18301132,32,"Storm-generated Holocene and historical floods in the Manawatu River, New Zealand",FALSE,NA,NA,NA,2018,wrong geographic area; not bio recs data
https://search.proquest.com/docview/2055309961?accountid=14507,33,"UK weather: Recent extremes 'not unusual, but climate change makes them seem so'",FALSE,"Gabbatiss, J",NA,NA,2018,not original research.  News
https://search.proquest.com/docview/2010294803?accountid=14507,34,Field calibration of electrochemical NO 2 sensors in a citizen science context,FALSE,"Mijling, B; Jiang, Q; de Jonge, D; Bocconi, S",NA,NA,2018,not bio recs
NA,35,What makes new housing development unsuitable for house sparrows (Passer domesticus)?,FALSE,"Moudra, L; Zasadil, P; Moudry, V; Salek, M",LANDSCAPE AND URBAN PLANNING,10.1016/j.landurbplan.2017.08.017,2018,NA
https://peerj.com/articles/4280,36,"Moving to 3D: relationships between coral planar area, surface area and volume",FALSE,NA,NA,NA,2018,morphology
https://onlinelibrary.wiley.com/doi/abs/10.1002/jwmg.21437,37,Estimating bobcat and Canada lynx distributions in British Columbia,FALSE,NA,NA,NA,2018,wrong geographic area
https://www.sciencedirect.com/science/article/pii/S0006320717308030,38,Missing native oyster (Ostrea edulis L.) beds in a European Marine Protected Area: Should there be widespread restorative management?,TRUE,NA,NA,NA,2018,NA
http://search.proquest.com/openview/1c2e0300e116c876c2391b1d0cf8c9b6/1?pq-origsite=gscholar&cbl=18750&diss=y,39,Inferring the Social Organization of Medieval Upper Nubia Using Nonmetric Traits of the Skull,FALSE,NA,NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2053263151?accountid=14507,40,Crowdsourcing as an Analytical Method: Metrology of Smartphone Measurements in Heritage Science,FALSE,"Brigham, R; Josep Grau‐Bové; Rudnicka, A; Cassar, M; Strlic, M",NA,NA,2018,not bio recs data
http://oro.open.ac.uk/53026/,41,Engaging Opportunities: Connecting young people with contemporary research and researchers,FALSE,NA,NA,NA,2018,not bio recs data
https://www.sciencedirect.com/science/article/pii/S0169204618302639,42,The potential for integrated landscape management to fulfil Europe's commitments to the Sustainable Development Goals,FALSE,NA,NA,NA,2018,review
https://www.ingentaconnect.com/content/rout/26b5pf/2018/00000001/00000001/art00013,43,Assessing public awareness about biodiversity in Europe,FALSE,NA,NA,NA,2018,text not available; not bio recs data?
https://www.sciencedirect.com/science/article/pii/S0277379117307916,44,The submerged archaeology of the North Sea: Enhancing the Lower Palaeolithic record of northwest Europe,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/1993009016?accountid=14507,45,Species identification by conservation practitioners using online images: accuracy and agreement between experts.,FALSE,"Austen, GE; Bindemann, M; Griffiths, RA; Roberts, DL",NA,NA,2018,"testing methods for citizen science data, but not really analyzing the data directly.  This exact same study was published in another journal under a different title also."
https://www.sciencedirect.com/science/article/pii/S2214629618303025,46,Ecologies of participation in socio-technical change: The case of energy system transitions,FALSE,NA,NA,NA,2018,not biology
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047446014&partnerID=40&md5=2538870c3fb3af431fd6b97359f3407a,47,Effectiveness of the field identification of individual natterjack toads (Epidalea calamita) using comparisons of dorsal features through citizen science,FALSE,"Smith, S; Young, T; Skydmore, D",Herpetological Journal,NA,2018,not bio recs data
https://www.mdpi.com/2078-1547/9/1/11/htm,48,A Method for Citizen Scientists to Catalogue Worldwide Chlorociboria spp. Distribution,FALSE,NA,NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2019741211?accountid=14507,49,Large-scale commonness is the best predictor of bird species presence in European cities,FALSE,"Ferenc, M; Sedláček, O; Fuchs, R; Hořák, D; Storchová, L; Fraissinet, M; Storch, D",NA,NA,2018,wrong geographic area
https://www.nature.com/articles/s41598-018-23103-0,50,Floral resource partitioning by individuals within generalised hoverfly pollination networks revealed by DNA metabarcoding,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/2002717274?accountid=14507,51,Pan European Phenological database (PEP725): a single point of access for European data,FALSE,"Templ, B; Koch, E; Bolmgren, K; Ungersböck, M; Paul, A; Scheifinger, H; Rutishauser, T; Busto, M; Frank-M Chmielewski; Hájková, L; Hodzić, S; Kaspar, F; Pietragalla, B; Romero-Fresneda, R; Tolvanen, A; Vučetič, V; Zimmermann, K; Zust, A",NA,NA,2018,data publication
https://search.proquest.com/docview/2013413306?accountid=14507,52,10 years of the World Register of Marine Species (WoRMS): where do we stand &amp;amp; where are we heading?,FALSE,"Vandepitte, L; Vanhoorne, B; Decock, W; Lanssens, T; Dekeyzer, S; Verfaille, K; Hernandez, F; Horton, T; Kroh, A",NA,NA,2018,review
https://search.proquest.com/docview/2019972726?accountid=14507,53,Global mapping of potential natural vegetation: an assessment of Machine Learning algorithms for estimating land potential,TRUE,"Hengl, T; Walsh, MG; Sanderman, J; Wheeler, I; Harrison, SP; Prentice, IC",NA,NA,2018,NA
https://www.tandfonline.com/doi/abs/10.1080/13504509.2017.1361480,54,"Identifying future research directions for biodiversity, ecosystem services and sustainability: perspectives from early-career researchers",FALSE,NA,NA,NA,2018,review
http://journals.sagepub.com/doi/abs/10.1177/0306312718778806,55,"The epistemic culture in an online citizen science project: Programs, antiprograms and epistemic subjects",FALSE,NA,NA,NA,2018,not bio recs data
https://www.researchgate.net/profile/David_Notton/publication/323607569_The_spider_wasp_Agenioideus_apicalis_Hymenoptera_Pompilidae_new_to_Britain_and_a_second_British_record_of_Agenioideus_sericeus/links/5aa2700da6fdcc22e2d2efdb/The-spider-wasp-Agenioideus-apicalis-Hymenoptera-Pompilidae-new-to-Britain-and-a-second-British-record-of-Agenioideus-sericeus.pdf,56,RECORD OF AGENIOIDEUS SERICEUS,FALSE,NA,NA,NA,2018,sample size less than 20
http://journals.sagepub.com/doi/abs/10.1177/1524500418761626,57,Protocols for Stakeholder Participation in Social Marketing Systems,FALSE,NA,NA,NA,2018,not biology
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047015160&doi=10.1093%2fzoolinnean%2fzlx087&partnerID=40&md5=193b623c2d19876aa5f56240a60175d1,58,"Anatomical study of two previously undescribed specimens of Clevosaurus hudsoni (Lepidosauria: Rhynchocephalia) from Cromhall Quarry, UK, aided by computed tomography, yields additional information on the skeleton and hitherto undescribed bones",FALSE,"O'Brien, A; Whiteside, DI; Marshall, JEA",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1093/zoolinnean/zlx087,2018,small sample size
https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/low-latitude-habitat-use-patterns-of-a-recovering-population-of-humpback-whales/1658AF5F1006192EFF463C9F5A7FF1AC,59,Low latitude habitat use patterns of a recovering population of humpback whales,FALSE,NA,NA,NA,2018,wrong geographic area
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045056948&doi=10.1007%2fs10841-018-0052-1&partnerID=40&md5=5173c71df4164829d9018143c5c3adfc,60,A role for artificial night-time lighting in long-term changes in populations of 100 widespread macro-moths in UK and Ireland: a citizen-science study,TRUE,"Wilson, JF; Baker, D; Cheney, J; Cook, M; Ellis, M; Freestone, R; Gardner, D; Geen, G; Hemming, R; Hodgers, D; Howarth, S; Jupp, A; Lowe, N; Orridge, S; Shaw, M; Smith, B; Turner, A; Young, H",JOURNAL OF INSECT CONSERVATION,10.1007/s10841-018-0052-1,2018,NA
http://search.proquest.com/openview/451ce9045f39a9c4ef2a9f151b7a716e/1?pq-origsite=gscholar&cbl=105726,61,The PMIP4 contribution to CMIP6–Part 1: Overview and over-arching analysis plan,FALSE,NA,NA,NA,2018,not bio recs data
http://www.fisheriesjournal.com/archives/2018/vol6issue3/PartB/6-2-67-882.pdf,62,Coryphaena hippurus: A potential predator of Lagocephalus sceleratus in the Mediterranean Sea,FALSE,NA,NA,NA,2018,small sample size
https://link.springer.com/article/10.1007/s10531-018-1506-1,63,The sociology of sea turtle research: evidence on a global expansion of co-authorship networks,FALSE,NA,NA,NA,2018,not bio recs data
https://academic.oup.com/icesjms/advance-article/doi/10.1093/icesjms/fsy011/4850985,64,Otolith increments in European plaice (Pleuronectes platessa) reveal temperature and density-dependent effects on growth,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/2053899310?accountid=14507,65,A comparison of ground-based methods for estimating canopy closure for use in phenology research,FALSE,"Smith, AM; Ramsay, PM",NA,NA,2018,not bio recs data
https://onlinelibrary.wiley.com/doi/abs/10.1002/aps3.1029,66,Species distribution modeling based on the automated identification of citizen observations,FALSE,NA,NA,NA,2018,wrong geographic area
https://open.library.ubc.ca/collections/ubctheses/24/items/1.0362863,67,Spatiotemporal patterns and reliability of bobcat and Canada lynx occurrence records in British Columbia,FALSE,NA,NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2030931715?accountid=14507,68,Cross-species inference of long non-coding RNAs greatly expands the ruminant transcriptome.,FALSE,"Bush, SJ; Muriuki, C; McCulloch, Mary E B; Farquhar, IL; Clark, EL; Hume, DA",NA,NA,2018,not bio recs data
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030456712&doi=10.1111%2fecog.03140&partnerID=40&md5=77f06550c18b9822d7961ff92a43f479,69,The spatial distribution and environmental triggers of ant mating flights: using citizen-science data to reveal national patterns,TRUE,"Hart, AG; Hesselberg, T; Nesbit, R; Goodenough, AE",Ecography,10.1111/ecog.03140,2018,NA
https://www.mongoliajol.info/index.php/PMAS/article/view/921,70,"FLIGHT PHENOLOGY OF VESPID WASPS (HYMENOPTERA, VESPIDAE) IN NORTHERN MONGOLIA",FALSE,NA,NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2050853354?accountid=14507,71,"Comparative description and ossification patterns of Dendropsophus labialis (Peters, 1863) and Scinax ruber (Laurenti, 1758) (Anura: Hylidae)",FALSE,"Arenas-Rodríguez, A; Rubiano Vargas, Juan Francisco; Hoyos, Julio Mario",NA,NA,2018,not bio recs data
https://onlinelibrary.wiley.com/doi/abs/10.1111/rec.12648,72,Promoting ecological restoration in France: issues and solutions,FALSE,NA,NA,NA,2018,wrong geographic area
https://academic.oup.com/icesjms/advance-article/doi/10.1093/icesjms/fsy059/5032467,73,"Spearfishing modulates flight initiation distance of fishes: the effects of protection, individual size, and bearing a speargun",FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/2041576884?accountid=14507,74,Polystyrene-Supported Acyclic Diaminocarbene Palladium Complexes in Sonogashira Cross-Coupling: Stability vs. Catalytic Activity,FALSE,"Mikhaylov, VN; Sorokoumov, VN; Denis Martin Liakhov; Tskhovrebov, AG; Balova, IA",NA,NA,2018,not bio recs data
https://link.springer.com/article/10.1007/s10750-017-3190-7,75,Plants in aquatic ecosystems: current trends and future directions,FALSE,NA,NA,NA,2018,review
https://search.proquest.com/docview/2022881058?accountid=14507,76,BioMedReports: NetComm Wireless Proud to Supply World Leading Technology for nbn Fibre-to-the-Curb,FALSE,NA,NA,NA,2018,not biology
https://search.proquest.com/docview/1988810709?accountid=14507,77,ONE of the joys of being a father is being able [...],FALSE,"Ingham, J",NA,NA,2018,not original research – news
http://www.mdpi.com/2076-2615/8/1/5/html,78,Search Methods Used to Locate Missing Cats and Locations Where Missing Cats Are Found,FALSE,NA,NA,NA,2018,not bio recs data
https://www.scientific.net/AMM.878.229,79,A Holistic Energy Pattern in Green Building,FALSE,NA,NA,NA,2018,not bio recs data
https://academic.oup.com/bioscience/advance-article/doi/10.1093/biosci/bix154/4804555,80,Response to Kabisch and Colleagues,FALSE,NA,NA,NA,2018,text not available; not bio recs data
https://www.mdpi.com/2071-1050/10/4/945/html,81,Typically Diverse: The Nature of Urban Agriculture in South Australia,FALSE,NA,NA,NA,2018,wrong geographic area
https://www.sciencedirect.com/science/article/pii/S0165783618300171,82,Estimating and mitigating post-release mortality of European eel by combining citizen science with a catch-and-release angling experiment,FALSE,NA,NA,NA,2018,not bio recs data – citizen science study with treatments
http://search.proquest.com/openview/0bbec0eae91376dc4a59dd375c295f0f/1?pq-origsite=gscholar&cbl=2045933,83,Using herbaria to study global environmental change,FALSE,NA,NA,NA,2018,review
https://www.nature.com/articles/s41561-018-0080-1,84,Microplastic contamination of river beds significantly reduced by catchment-wide flooding,FALSE,NA,NA,NA,2018,not bio recs data
NA,85,Walled Borders and the Geography of Power in Henrician Prose,FALSE,"McKeown, A",ENGLISH LITERARY RENAISSANCE,NA,2018,not biology
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031781964&doi=10.1080%2f02664763.2017.1386771&partnerID=40&md5=8f502f674eda65cbfba5f9b2915fe003,86,Spatial hidden Markov models and species distributions,FALSE,"Spezia, L; Friel, N; Gimona, A",Journal of Applied Statistics,10.1080/02664763.2017.1386771,2018,wrong geographic area
https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13960,87,The sensitivity of breeding songbirds to changes in seasonal timing is linked to population change but cannot be directly attributed to the effects of trophic asynchrony …,FALSE,NA,NA,NA,2018,duplicate already included
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021192700&doi=10.1111%2facv.12363&partnerID=40&md5=a96ad340261525486436eb4bc3d1e098,88,Causes of colony mortality in bumblebees,FALSE,"Goulson, D; O'Connor, S; Park, KJ",ANIMAL CONSERVATION,10.1111/acv.12363,2018,borderline eligible but I think this is not bio recs data (though I had previously decided otherwise)
http://centaur.reading.ac.uk/65722/,89,PMIP4-CMIP6: the contribution of the Paleoclimate Modelling Intercomparison Project to CMIP6,FALSE,NA,NA,NA,2018,not bio recs data
https://link.springer.com/article/10.1007/s12520-016-0338-8,90,Caught in a trap: landscape and climate implications of the insect fauna from a Roman well in Sherwood Forest,FALSE,NA,NA,NA,2018,not bio recs data
http://onlinelibrary.wiley.com/doi/10.1002/rra.3233/full,91,The bright side of linking science and management in large river ecosystems: The Hudson River case study,FALSE,NA,NA,NA,2018,wrong geographic area
https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.13549,92,Understanding and managing fish populations: keeping the toolbox fit for purpose,FALSE,"Paris, JR; Sherman, KD; Bell, E; Boulenger, C; Delord, C; El-Mahdi, MBM; Fairfield, EA; Griffiths, AM; Roberts, CG; Hedger, RD; Holman, LE; Hooper, LH; Humphries, NE; Katsiadaki, I; King, RA; Lemopoulos, A; Payne, CJ; Peirson, G; Richter, KK; Taylor, MI; Trueman, CN; Hayden, B; Stevens, JR",JOURNAL OF FISH BIOLOGY,10.1111/jfb.13549,2018,NA
https://www.tandfonline.com/doi/abs/10.1080/1533015X.2018.1427010,93,The rise of BioBlitz: Evaluating a popular event format for public engagement and wildlife recording in the United Kingdom,FALSE,NA,NA,NA,2018,no analysis of bio recs data
https://search.proquest.com/docview/2013815062?accountid=14507,94,BIRD NOTES With Julian Hughes [...],FALSE,NA,NA,NA,2018,not original research – news
http://search.proquest.com/openview/13ec4f806a27442180dbebcb772aa9ff/1?pq-origsite=gscholar&cbl=105729,95,Over 10 million seawater temperature records for the United Kingdom Continental Shelf between 1880 and 2014 from 17 Cefas (United Kingdom government) marine …,FALSE,NA,NA,NA,2018,not bio recs data
10.1371/journal.pone.0191021,96,Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),TRUE,NA,NA,NA,2018,NA
https://academic.oup.com/jpubhealth/article-abstract/40/suppl_1/i24/4925600,97,The creative turn in evidence for public health: community and arts-based methodologies,FALSE,NA,NA,NA,2018,not bio recs data
http://www.bioone.org/doi/abs/10.1642/AUK-17-219.1,98,Automated telemetry reveals staging behavior in a declining migratory passerine,FALSE,NA,NA,NA,2018,wrong geographic area
http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005995,99,Bat detective—Deep learning tools for bat acoustic signal detection,FALSE,NA,NA,NA,2018,borderline eligible but not asking biology question
http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189792,100,Advancing the integration of spatial data to map human and natural drivers on coral reefs,FALSE,NA,NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2025312085?accountid=14507,101,Epistemology beyond the brain,FALSE,"Weissenberger, LK; Budd, JM; Herold, KR",NA,NA,2018,not bio recs data
https://www.sciencedirect.com/science/article/pii/S2212041617304011,102,Identifying effective approaches for monitoring national natural capital for policy use,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/1980862738?accountid=14507,103,The interplay of climate and land use change affects the distribution of EU bumblebees,TRUE,"Marshall, L; Biesmeijer, JC; Rasmont, P; Vereecken, NJ; Dvorak, L; Fitzpatrick, U; Francis, F; Neumayer, J; Odegaard, F; Paukkunen, Juho P T; Pawlikowski, T; Reemer, M; Roberts, SPM; Straka, J; Vray, S; Dendoncker, N",NA,NA,2018,NA
https://onlinelibrary.wiley.com/doi/abs/10.1111/conl.12447,104,New policy directions for global pond conservation,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/1984630344?accountid=14507,105,Diseño participativo de experimentos de ciencia ciudadana,FALSE,"Senabre, E; Ferran-Ferrer, N; Perelló, J",NA,NA,2018,not english language
NA,106,Bat detective-Deep learning tools for bat acoustic signal detection,FALSE,"Mac Aodha, O; Gibb, R; Barlow, KE; Browning, E; Firman, M; Freeman, R; Harder, B; Kinsey, L; Mead, GR; Newson, SE; Pandourski, I; Parsons, S; Russ, J; Szodoray-Paradi, A; Szodoray-Paradi, F; Tilova, E; Girolami, M; Brostow, G; Jones, KE",PLOS COMPUTATIONAL BIOLOGY,10.1371/journal.pcbi.1005995,2018,duplicate already disqualified
https://search.proquest.com/docview/2001670698?accountid=14507,107,» Fern talk NORTH Wales [...],FALSE,NA,NA,NA,2018,not research
https://www.tandfonline.com/doi/abs/10.1080/13658816.2018.1463441,108,Placing Wikimapia: an exploratory analysis,FALSE,NA,NA,NA,2018,not bio recs data
https://www.sciencedirect.com/science/article/pii/S0034425718301627,109,Using volunteered geographic information (VGI) in design-based statistical inference for area estimation and accuracy assessment of land cover,FALSE,NA,NA,NA,2018,not bio recs data
https://www.sciencedirect.com/science/article/pii/S0006320717321420,110,One hundred priority questions for landscape restoration in Europe,FALSE,"Ockendon, N; Thomas, DHL; Cortina, J; Adams, WM; Aykroyd, T; Barov, B; Boitani, L; Bonn, A; Branquinho, C; Brombacher, M; Burrell, C; Carver, S; Crick, HQP; Duguy, B; Everett, S; Fokkens, B; Fuller, RJ; Gibbons, DW; Gokhelashvili, R; Griffin, C; Halley, DJ; Hotham, P; Hughes, FMR; Karamanlidis, AA; McOwen, CJ; Miles, L; Mitchell, R; Rands, MRW; Roberts, J; Sandom, CJ; Spencer, JW; ten Broeke, E; Tew, ER; Thomas, CD; Timoshyna, A; Unsworth, RKF; Warrington, S; Sutherland, WJ",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2018.03.002,2018,NA
https://www.tandfonline.com/doi/abs/10.1080/08920753.2018.1405326,111,Empowering Stakeholders to Manage Stinging Jellyfish: A Perspective,FALSE,NA,NA,NA,2018,not bio recs data
https://search.proquest.com/docview/2055178370?accountid=14507,112,Navigating north: how body mass and winds shape avian flight behaviours across a North American migratory flyway,FALSE,"Horton, KG; Van Doren, BM; La Sorte, FA; Fink, D; Sheldon, D; Farnsworth, A; Kelly, JF",NA,NA,2018,wrong geographic area
https://search.proquest.com/docview/2042193999?accountid=14507,113,A Combined Approach to Classifying Land Surface Cover of Urban Domestic Gardens Using Citizen Science Data and High Resolution Image Analysis,FALSE,"Baker, F; Smith, CL; Cavan, G",NA,NA,2018,not bio recs data
https://link.springer.com/article/10.1007/s13253-017-0316-3,114,Models for Jointly Estimating Abundances of Two Unmarked Site-Associated Species Subject to Imperfect Detection,FALSE,NA,NA,NA,2018,wrong geographic area
https://www.researchgate.net/profile/Alan_Deidun/publication/325314944_Is_citizen_science_a_valid_tool_to_monitor_the_occurrence_of_jellyfish_The_Spot_the_Jellyfish_case_study_from_the_Maltese_Islands/links/5b05533aaca2725832b252f5/Is-citizen-science-a-valid-tool-to-monitor-the-occurrence-of-jellyfish-The-Spot-the-Jellyfish-case-study-from-the-Maltese-Islands.pdf,115,Is citizen science a valid tool to monitor the occurrence of jellyfish? The Spot the Jellyfish case study from the Maltese Islands,FALSE,NA,NA,NA,2018,wrong geographic area
