Google Scholar search results through Publish or Perish,,,,,,,,,,,,,,,,,,,,,,
"Publish or Perish search terms: all of the words: “biological records” Ireland; none of the words: book ""new report"" ""new species"" ""new record""; years: 2014 to 2018",,,,,,,,,,,,,,,,,,,,,,
8 June 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,KAY HAW,The rise of citizen science,2014,ECOS,banc.org.uk,http://www.banc.org.uk/wp-content/uploads/2015/03/ECOS-35-2-12-The-rise-of-citizen-science.pdf,,75,2018-06-08,PDF,,,,,,,,0,0,0,1,4
3,"S Rouse, ME Spencer Jones, JS Porter",Spatial and temporal patterns of bryozoan distribution and diversity in the Scottish sea regions,2014,Marine ecology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/maec.12088/full,"https://scholar.google.com/scholar?cites=2342918413921577360&as_sdt=2005&sciodt=0,5&hl=en&num=20",76,2018-06-08,,,,,,,,,3,0.75,1,3,4
1,"CD Harvey, CD Williams, AB Dillon, CT Griffin",Inundative pest control: How risky is it? A case study using entomopathogenic nematodes in a forest ecosystem,2016,Forest Ecology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378112716304339,"https://scholar.google.com/scholar?cites=1923792202394174717&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,2018-06-08,HTML,,,,,,,,1,0.5,0,4,2
0,"OL Pescott, CD Preston, K Walker",A new long-term survey to measure the impacts of ash dieback on the flora of British woodlands,2014,BSBI News,brc.ac.uk,http://www.brc.ac.uk/splash/sites/www.brc.ac.uk.splash/files/Ash%20Dieback_BSBINews.pdf,,78,2018-06-08,,,,,,,,,0,0,0,3,4
2,"A Kosanic, K Anderson, S Harrison, T Turkington…",Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),2018,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191021,"https://scholar.google.com/scholar?cites=3662610993909839451&as_sdt=2005&sciodt=0,5&hl=en&num=20",79,2018-06-08,HTML,,,,,,,,2,2,0,5,1
64,"R Fox, TM Brereton, J Asher, TA August, MS Botham…",The State of the UK's Butterflies 2015,2015,,nora.nerc.ac.uk,http://nora.nerc.ac.uk/id/eprint/513489/1/N513489CR.pdf,"https://scholar.google.com/scholar?cites=697296664772611692&as_sdt=2005&sciodt=0,5&hl=en&num=20",80,2018-06-08,PDF,,,,,,,,64,21.33,11,6,3
11,"AJ Suggitt, RJ Wilson, TA August, R Fox…",Microclimate affects landscape level persistence in the British Lepidoptera,2015,Journal of Insect …,Springer,https://link.springer.com/article/10.1007/s10841-014-9749-y,"https://scholar.google.com/scholar?cites=2428717258683345441&as_sdt=2005&sciodt=0,5&hl=en&num=20",81,2018-06-08,HTML,,,,,,,,11,3.67,2,5,3
10,"PT Rohner, G Bächli, L Pollini Paltrinieri…","Distribution, diversity gradients and Rapoport's elevational rule in the black scavenger flies of the Swiss Alps (Diptera: Sepsidae)",2015,Insect Conservation …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/icad.12114/full,"https://scholar.google.com/scholar?cites=7504619910203754824&as_sdt=2005&sciodt=0,5&hl=en&num=20",82,2018-06-08,,,,,,,,,10,3.33,3,4,3
0,"SJ Tomlinson, EJ Carnell, YS Tang, MA Sutton…","Modelling and mapping UK emissions of ammonia, methane and nitrous oxide from agriculture, nature, waste disposal and other miscellaneous sources for …",2017,,nora.nerc.ac.uk,http://nora.nerc.ac.uk/id/eprint/516996/1/N516996CR.pdf,,83,2018-06-08,PDF,,,,,,,,0,0,0,5,1
0,"M Al-Shammari, DJ Tobin…",Systematic associations between germ-line mutations and human cancers,2016,International Journal of …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJCBDD.2016.074980,,84,2018-06-08,,,,,,,,,0,0,0,3,2
0,"RJ Dyer, S Gillings, RF Pywell, R Fox…",Developing a biodiversity‐based indicator for large‐scale environmental assessment: a case study of proposed shale gas extraction sites in Britain,2017,Journal of Applied …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12784/full,,85,2018-06-08,HTML,,,,,,,,0,0,0,5,1
4,"R Araujo, M Álvarez‐Cobelas","Influence of flow diversions on giant freshwater pearl mussel populations in the Ebro River, Spain",2016,Aquatic Conservation: Marine …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/aqc.2622/full,"https://scholar.google.com/scholar?cites=6460433135637031780&as_sdt=2005&sciodt=0,5&hl=en&num=20",86,2018-06-08,,,,,,,,,4,2,2,2,2
1,LRFD KNIGHT,"The invertebrate community of the Pen Park Hole SSSI, Bristol, UK",2017,Cave and Karst Science,researchgate.net,https://www.researchgate.net/profile/Lee_Knight/publication/316648200_The_invertebrate_community_of_the_Pen_Park_Hole_SSSI_Bristol_UK_Lee_R_F_D_KNIGHT/links/5909c5df0f7e9b1d08188220/The-invertebrate-community-of-the-Pen-Park-Hole-SSSI-Bristol-UK-Lee-R-F-D-KNIGHT.pdf,"https://scholar.google.com/scholar?cites=8542870271153360548&as_sdt=2005&sciodt=0,5&hl=en&num=20",87,2018-06-08,PDF,,,,,,,,1,1,1,1,1
1,"AR Plant, T Jonassen, P Grootaert…",The arrow points north–endemic areas and post-Devensian assembly of the British Empidoidea fauna (Insecta: Diptera),2017,Biological Journal of …,academic.oup.com,https://academic.oup.com/biolinnean/article-abstract/120/4/852/2801249,"https://scholar.google.com/scholar?cites=11713214100863797800&as_sdt=2005&sciodt=0,5&hl=en&num=20",88,2018-06-08,,,,,,,,,1,1,0,4,1
0,"RJ Mitchell, A Broome, JK Beaton, PE Bellamy…",Challenges in assessing the ecological impacts of tree diseases and mitigation measures: the case of Hymenoscyphus fraxineus and Fraxinus excelsior,2017,Baltic …,researchgate.net,https://www.researchgate.net/profile/Ruth_Mitchell2/publication/316103385_Challenges_in_assessing_the_ecological_impacts_of_tree_diseases_and_mitigation_measures_The_case_of_Hymenoscyphus_fraxineus_and_Fraxinus_excelsior/links/59f2e61aaca272cdc7d032e9/Challenges-in-assessing-the-ecological-impacts-of-tree-diseases-and-mitigation-measures-The-case-of-Hymenoscyphus-fraxineus-and-Fraxinus-excelsior.pdf,,89,2018-06-08,PDF,,,,,,,,0,0,0,5,1
1,"J Alison, SJ Duffield, MD Morecroft, RH Marrs…",Successful restoration of moth abundance and species-richness in grassland created under agri-environment schemes,2017,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S000632071730174X,"https://scholar.google.com/scholar?cites=8745900446312430933&as_sdt=2005&sciodt=0,5&hl=en&num=20",90,2018-06-08,HTML,,,,,,,,1,1,0,5,1
19,"GE Austen, M Bindemann, RA Griffiths, DL Roberts",Species identification by experts and non-experts: comparing images from field guides,2016,Scientific reports,nature.com,https://www.nature.com/articles/srep33634,"https://scholar.google.com/scholar?cites=17999034334587090905&as_sdt=2005&sciodt=0,5&hl=en&num=20",91,2018-06-08,HTML,,,,,,,,19,9.5,5,4,2
0,R Stevenson,"DICRANUM FUSCESCENS SM., A MOSS NEW TO NORFOLK",,THE NORFOLK & NORWICH,norfolknaturalists.org.uk,http://norfolknaturalists.org.uk/wp/wp-content/uploads/2017/02/Transactions-1986-transactionsofno27norf_page_181-264.pdf#page=56,,92,2018-06-08,,,,,,,,,0,0,0,1,
0,"PR Lintott, S Davison, J van Breda…","Ecobat: An online resource to facilitate transparent, evidence‐based interpretation of bat activity data",2018,Ecology and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.3692,,93,2018-06-08,,,,,,,,,0,0,0,4,1
11,"G Rapacciuolo, DB Roy, S Gillings…",Temporal validation plots: quantifying how well correlative species distribution models predict species' range changes over time,2014,Methods in Ecology …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12181/full,"https://scholar.google.com/scholar?cites=5385356574593436805&as_sdt=2005&sciodt=0,5&hl=en&num=20",94,2018-06-08,HTML,,,,,,,,11,2.75,3,4,4
0,DG NOTTON,RECORD OF AGENIOIDEUS SERICEUS,,researchgate.net,,https://www.researchgate.net/profile/David_Notton/publication/323607569_The_spider_wasp_Agenioideus_apicalis_Hymenoptera_Pompilidae_new_to_Britain_and_a_second_British_record_of_Agenioideus_sericeus/links/5aa2700da6fdcc22e2d2efdb/The-spider-wasp-Agenioideus-apicalis-Hymenoptera-Pompilidae-new-to-Britain-and-a-second-British-record-of-Agenioideus-sericeus.pdf,,95,2018-06-08,PDF,,,,,,,,0,0,0,1,
2,"M Lazarina, AS Kallimanis, JD Pantis, SP Sgardelis",Linking species richness curves from non-contiguous sampling to contiguous-nested SAR: An empirical study,2014,Acta oecologica,Elsevier,https://www.sciencedirect.com/science/article/pii/S1146609X14001076,"https://scholar.google.com/scholar?cites=12118414023496359358&as_sdt=2005&sciodt=0,5&hl=en&num=20",96,2018-06-08,HTML,,,,,,,,2,0.5,1,4,4
1,NG Hodgetts,"Bryophyte survey of the Allt Achaidh Luachraich, Munerigie",2014,Unpublished report for Gregor Cameron Consultancy …,,,"https://scholar.google.com/scholar?cites=2662806139196423693&as_sdt=2005&sciodt=0,5&hl=en&num=20",97,2018-06-08,CITATION,,,,,,,,1,0.25,1,1,4
1,"RA Stewart, TJ Clark, J Shelton…",Urban grasslands support threatened water voles,2017,Journal of Urban …,academic.oup.com,https://academic.oup.com/jue/article/doi/10.1093/jue/jux007/4097929/Urban-grasslands-support-threatened-water-voles,"https://scholar.google.com/scholar?cites=18000443808963970445&as_sdt=2005&sciodt=0,5&hl=en&num=20",98,2018-06-08,HTML,,,,,,,,1,1,0,4,1
3,"L Davies, R Fradera, H Riesch…","Surveying the citizen science landscape: an exploration of the design, delivery and impact of citizen science through the lens of the Open Air Laboratories …",2016,BMC …,bmcecol.biomedcentral.com,https://bmcecol.biomedcentral.com/articles/10.1186/s12898-016-0066-z,"https://scholar.google.com/scholar?cites=9241170624022636008&as_sdt=2005&sciodt=0,5&hl=en&num=20",99,2018-06-08,HTML,,,,,,,,3,1.5,1,4,2
18,"NJ Bax, J Cleary, B Donnelly, DC Dunn…",Results of efforts by the Convention on Biological Diversity to describe ecologically or biologically significant marine areas,2016,Conservation …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12649/full,"https://scholar.google.com/scholar?cites=5754981687378168600&as_sdt=2005&sciodt=0,5&hl=en&num=20",100,2018-06-08,HTML,,,,,,,,18,9,4,5,2
0,"B Cull, ME Pietzsch, KM Hansford, EL Gillingham…",Ticks and Tick-borne Diseases,,researchgate.net,,https://www.researchgate.net/profile/Jolyon_Medlock/publication/322922070_Surveillance_of_British_ticks_An_overview_of_species_records_host_associations_and_new_records_of_Ixodes_ricinus_distribution/links/5a9ea06d0f7e9b80dfb4e6cf/Surveillance-of-British-ticks-An-overview-of-species-records-host-associations-and-new-records-of-Ixodes-ricinus-distribution.pdf,,101,2018-06-08,PDF,,,,,,,,0,0,0,5,
0,"M Hob, O Ga",Iss the Noctule Bat rea,,bsg-ecology.com,,http://www.bsg-ecology.com/wp-content/uploads/2015/04/Is-the-noctule-bat-really-uncommon-.pdf,,102,2018-06-08,PDF,,,,,,,,0,0,0,2,
11,"A Sier, D Monteith",The UK Environmental Change Network after twenty years of integrated ecosystem assessment: Key findings and future perspectives,2016,Ecological indicators,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X16300231,"https://scholar.google.com/scholar?cites=6074354358290132491&as_sdt=2005&sciodt=0,5&hl=en&num=20",103,2018-06-08,HTML,,,,,,,,11,5.5,6,2,2
1,"P Spradbery, L Dvorak",Invasive species compendium,2016,,xcsconsulting.com.au,http://www.xcsconsulting.com.au/pdf/Vespula%20germanica.pdf,"https://scholar.google.com/scholar?cites=9934835021138991936&as_sdt=2005&sciodt=0,5&hl=en&num=20",104,2018-06-08,PDF,,,,,,,,1,0.5,1,2,2
0,"KJ Kirby, RC Thomas","Restoration of broadleaved woodland under the 1985 Broadleaves Policy stimulates ground flora recovery at Shabbington Woods, southern England",2017,New Journal of Botany,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/20423489.2017.1408177,,105,2018-06-08,,,,,,,,,0,0,0,2,1
9,"JW Arntzen, JW Wilkinson, R Butôt…","A new vertebrate species native to the British Isles: Bufo spinosus Daudin, 1803 in Jersey",2014,The Herpetological …,ingentaconnect.com,http://www.ingentaconnect.com/contentone/bhs/thj/2014/00000024/00000004/art00002,"https://scholar.google.com/scholar?cites=10400665227109880825&as_sdt=2005&sciodt=0,5&hl=en&num=20",106,2018-06-08,,,,,,,,,9,2.25,2,4,4
0,"FMP HOWIE, A GWYNN","PALAEOSOL IN DAYMER BAY, NORTH CORNWALL",,Geoscience in South-West England,researchgate.net,https://www.researchgate.net/profile/Frank_Howie/publication/261361386_The_sub-fossil_assemblage_from_a_Holocene_calcareous_palaeosol_in_Daymer_Bay_North_Cornwall/links/00463533fe1bbc5615000000/The-sub-fossil-assemblage-from-a-Holocene-calcareous-palaeosol-in-Daymer-Bay-North-Cornwall.pdf,,107,2018-06-08,PDF,,,,,,,,0,0,0,2,
75,"BA Woodcock, NJB Isaac, JM Bullock, DB Roy…",Impacts of neonicotinoid use on long-term population changes in wild bees in England,2016,Nature …,nature.com,https://www.nature.com/articles/ncomms12459,"https://scholar.google.com/scholar?cites=17762636759626061423&as_sdt=2005&sciodt=0,5&hl=en&num=20",108,2018-06-08,HTML,,,,,,,,75,37.5,15,5,2
0,"MD Macgregor, IMD Maclean",Microclimate affects landscape level persistence in the British Lepidoptera 2,,researchgate.net,,https://www.researchgate.net/profile/Nick_Isaac/publication/269723454_Microclimate_affects_landscape_level_persistence_in_the_British_Lepidoptera/links/54f823320cf210398e9450d0/Microclimate-affects-landscape-level-persistence-in-the-British-Lepidoptera.pdf,,109,2018-06-08,PDF,,,,,,,,0,0,0,2,
15,"SE Newson, HE Evans, S Gillings","A novel citizen science approach for large-scale standardised monitoring of bat activity and distribution, evaluated in eastern England",2015,Biological Conservation,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320715002323,"https://scholar.google.com/scholar?cites=18081333770572424223&as_sdt=2005&sciodt=0,5&hl=en&num=20",110,2018-06-08,HTML,,,,,,,,15,5,5,3,3
0,"P McAndrew, D Robinson, M Dodd, J Ansine",Exploring Citizen Science and Inquiry Learning Through Ispotnature. Org,2017,Citizen Inquiry,taylorfrancis.com,https://www.taylorfrancis.com/books/e/9781315458601/chapters/10.4324%2F9781315458618-6,,111,2018-06-08,,,,,,,,,0,0,0,4,1
0,"D Robinson, M Dodd, J Ansine",Exploring citizen science and inquiry learning through iSpotnature. org,2017,Citizen Inquiry,taylorfrancis.com,https://www.taylorfrancis.com/books/e/9781315458601/chapters/10.4324%2F9781315458618-13,,112,2018-06-08,,,,,,,,,0,0,0,3,1
5,"A Palma, RLH Dennis, T Brereton, SR Leather…",Large reorganizations in butterfly communities during an extreme weather event,2017,…,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/ecog.02228/full,"https://scholar.google.com/scholar?cites=4887067001262474944&as_sdt=2005&sciodt=0,5&hl=en&num=20",113,2018-06-08,HTML,,,,,,,,5,5,1,5,1
3,"AG Brown, SR Davis, J Hatton, C O'Brien…",The Environmental Context and Function of Burnt-Mounds: New Studies of Irish Fulachtaí Fiadh,2016,Proceedings of the …,cambridge.org,https://www.cambridge.org/core/journals/proceedings-of-the-prehistoric-society/article/environmental-context-and-function-of-burntmounds-new-studies-of-irish-fulachtai-fiadh/71D2369D8294BA604F880FF077AC82EA,"https://scholar.google.com/scholar?cites=7101484340895614066&as_sdt=2005&sciodt=0,5&hl=en&num=20",114,2018-06-08,,,,,,,,,3,1.5,1,5,2
13,"JG Hodgson, J Tallowin, RLH Dennis…",Changing leaf nitrogen and canopy height quantify processes leading to plant and butterfly diversity loss in agricultural landscapes,2014,Functional …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12253/full,"https://scholar.google.com/scholar?cites=7624446261909452696&as_sdt=2005&sciodt=0,5&hl=en&num=20",115,2018-06-08,HTML,,,,,,,,13,3.25,3,4,4
0,"CL Outhwaite, RE Chandler, GD Powney, B Collen…",Prior specification in Bayesian occupancy modelling improves analysis of species occurrence data,2018,Ecological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X18303443,,116,2018-06-08,HTML,,,,,,,,0,0,0,5,1
0,"R Anderson, A Mantell, B Nelson",An invertebrate survey of Scragh Bog,2017,,npws.ie,https://www.npws.ie/sites/default/files/publications/pdf/IWM96.pdf,,117,2018-06-08,PDF,,,,,,,,0,0,0,3,1
0,"K Ayeni, O Ayeni, MB Henson…","Environmental Audit and Re-assessment of Some Selected Regionally Important Geological/Geomorphological Sites in Knowsley, UK",2017,Environmental …,macrothink.org,http://www.macrothink.org/journal/index.php/emsd/article/view/11111,,118,2018-06-08,,,,,,,,,0,0,0,4,1
0,"C Andrew, E Heegaard, AC Gange, B Senn-Irlet, S Egli…",Congruency in fungal phenology patterns across dataset sources and scales,2018,Fungal Ecology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1754504817301745,,119,2018-06-08,HTML,,,,,,,,0,0,0,6,1
23,"CC Ummenhofer, GA Meehl",Extreme weather and climate events with ecological relevance: a review,2017,Phil. Trans. R. Soc. B,rstb.royalsocietypublishing.org,http://rstb.royalsocietypublishing.org/content/372/1723/20160135.abstract,"https://scholar.google.com/scholar?cites=8822486952150870878&as_sdt=2005&sciodt=0,5&hl=en&num=20",120,2018-06-08,,,,,,,,,23,23,12,2,1
12,"A Johnston, SE Newson, K Risely, AJ Musgrove…",Species traits explain variation in detectability of UK birds,2014,Bird study,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/00063657.2014.941787,"https://scholar.google.com/scholar?cites=1054190343094024964&as_sdt=2005&sciodt=0,5&hl=en&num=20",121,2018-06-08,,,,,,,,,12,3,2,5,4
0,"LRFD KNIGHT, A BRANCELJ, F EDWARDS…","The aquatic invertebrate fauna of the Ogof Draenen cave system in South Wales, UK",2018,Cave and Karst …,researchgate.net,https://www.researchgate.net/profile/Lee_Knight/publication/324727302_19-30_Transactions_of_the_British_Cave_Research_Association/links/5adf2ab90f7e9b285943d935/19-30-Transactions-of-the-British-Cave-Research-Association.pdf,,122,2018-06-08,PDF,,,,,,,,0,0,0,4,1
3,"A Bonny, DN Noah, M Ngantcha, R Ateh, C Saka…",Epidemiology of sudden cardiac death in Cameroon: Rationale and design of the Douala-SUD survey,2014,Archives of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1875213614001089,"https://scholar.google.com/scholar?cites=412873934793424255&as_sdt=2005&sciodt=0,5&hl=en&num=20",123,2018-06-08,HTML,,,,,,,,3,0.75,1,6,4
0,K Kirby,The Kirby Archive of British woodland studies,2016,,ora.ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:948a1302-5023-4216-b5a4-3e815dfe95ed,,124,2018-06-08,,,,,,,,,0,0,0,1,2
2,"L Bosso, S Smeraldo, P Rapuzzi, G Sama…",Nature protection areas of Europe are insufficient to preserve the threatened beetle Rosalia alpina (Coleoptera: Cerambycidae): evidence from species distribution …,2018,Ecological …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/een.12485,"https://scholar.google.com/scholar?cites=11595999318941804563&as_sdt=2005&sciodt=0,5&hl=en&num=20",125,2018-06-08,,,,,,,,,2,2,0,5,1
33,"I Maclean, JJ Hopkins, J Bennie…",Microclimates buffer the responses of plant communities to climate change,2015,Global Ecology and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/geb.12359/full,"https://scholar.google.com/scholar?cites=2596427259569259283&as_sdt=2005&sciodt=0,5&hl=en&num=20",126,2018-06-08,,,,,,,,,33,11,8,4,3
15,"M Varet, F Burel, J Pétillon",Can urban consolidation limit local biodiversity erosion? Responses from carabid beetle and spider assemblages in Western France,2014,Urban ecosystems,Springer,https://link.springer.com/article/10.1007/s11252-013-0307-2,"https://scholar.google.com/scholar?cites=16040559546181115291&as_sdt=2005&sciodt=0,5&hl=en&num=20",127,2018-06-08,HTML,,,,,,,,15,3.75,5,3,4
0,"R Burkmar, FS Council, M Bridge",Monitoring and indicators of UK biodiversity change,,tombio.uk,,http://www.tombio.uk/sites/default/files/TomBioIndicators.pdf,,128,2018-06-08,PDF,,,,,,,,0,0,0,3,
0,J O'Carroll,Novel methods of benthic habitat assessment in designated waterbodies around Ireland,2017,,library.nuigalway.ie,https://www.library.nuigalway.ie/handle/10379/6514,,129,2018-06-08,,,,,,,,,0,0,0,1,1
1,SC Rennie,"Providing information on environmental change: Data management, discovery and access in the UK Environmental Change Network Data Centre",2016,Ecological indicators,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X16300140,"https://scholar.google.com/scholar?cites=15969921655835923089&as_sdt=2005&sciodt=0,5&hl=en&num=20",130,2018-06-08,HTML,,,,,,,,1,0.5,1,1,2
4,"I Hajdamowicz, M Stańska, T Rutkowski","Walckenaeria incisa (OP-Cambridge)− a rare European species, new to Poland (Araneae: Linyphiidae)",2014,Genus,researchgate.net,https://www.researchgate.net/profile/Izabela_Hajdamowicz/publication/274707206_Walckenaeria_incisa_OP-Cambridge_-_a_rare_European_species_new_to_Poland_Araneae_Linyphiidae/links/552684510cf21e126f9de5cf.pdf,"https://scholar.google.com/scholar?cites=13302619076402022744&as_sdt=2005&sciodt=0,5&hl=en&num=20",131,2018-06-08,PDF,,,,,,,,4,1,1,3,4
41,"E Elkaim, B Neven, J Bruneau…",Clinical and immunologic phenotype associated with activated phosphoinositide 3-kinase δ syndrome 2: A cohort study,2016,Journal of Allergy and …,jacionline.org,https://www.jacionline.org/article/S0091-6749(16)30097-5/fulltext,"https://scholar.google.com/scholar?cites=12226153789559109328&as_sdt=2005&sciodt=0,5&hl=en&num=20",132,2018-06-08,HTML,,,,,,,,41,20.5,10,4,2
0,"B Martay, JW Pearce-Higgins, SJ Harris…",Monitoring landscape-scale environmental changes with citizen scientists: twenty years of land use change in Great Britain,2018,Journal for Nature …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1617138117304028,,133,2018-06-08,HTML,,,,,,,,0,0,0,4,1
6,"P Vantieghem, D Maes, A Kaiser, T Merckx",Quality of citizen science data and its consequences for the conservation of skipper butterflies (Hesperiidae) in Flanders (northern Belgium),2017,Journal of Insect …,Springer,https://link.springer.com/article/10.1007/s10841-016-9924-4,"https://scholar.google.com/scholar?cites=16685110847833837494&as_sdt=2005&sciodt=0,5&hl=en&num=20",134,2018-06-08,HTML,,,,,,,,6,6,2,4,1
0,"JM Fariñas-Franco, B Pearce, JM Mair, DB Harries…",Missing native oyster (Ostrea edulis L.) beds in a European Marine Protected Area: Should there be widespread restorative management?,2018,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320717308030,,135,2018-06-08,HTML,,,,,,,,0,0,0,5,1
1,"PE Beaver, DJ Bucher, R Joannes-Boyau","Growth patterns of three bivalve species targeted by the Ocean Cockle Fishery, southern New South Wales: Eucrassatella kingicola (Lamarck, 1805); Glycymeris grayana …",2017,Molluscan Research,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/13235818.2016.1253430,"https://scholar.google.com/scholar?cites=5618376904779377484&as_sdt=2005&sciodt=0,5&hl=en&num=20",136,2018-06-08,,,,,,,,,1,1,0,3,1
0,"SC Hembrow, KH Taffs, P Atahan, A Zawadzki…","Mid-Holocene palaeolimnological record of a Southern Hemisphere subtropical lake spanning the last~ 6000 years: Lake Jennings, Fraser Island, Australia",2017,The …,journals.sagepub.com,http://journals.sagepub.com/doi/abs/10.1177/0959683617735580,,137,2018-06-08,,,,,,,,,0,0,0,5,1
0,"PC Buckland, PI Buckland…",Caught in a trap: landscape and climate implications of the insect fauna from a Roman well in Sherwood Forest,2018,Archaeological and …,Springer,https://link.springer.com/article/10.1007/s12520-016-0338-8,,138,2018-06-08,HTML,,,,,,,,0,0,0,3,1
3,"RJH Herbert, L Ma, A Marston, WF Farnham, I Tittley…",The calcareous brown alga Padina pavonica in southern Britain: population change and tenacity over 300 years,2016,Marine biology,Springer,https://link.springer.com/article/10.1007/s00227-015-2805-7,"https://scholar.google.com/scholar?cites=9929773865310151040&as_sdt=2005&sciodt=0,5&hl=en&num=20",139,2018-06-08,HTML,,,,,,,,3,1.5,1,6,2
1,"L Fuller, M Newman, S Irwin, T Kelly…",Ground-dwelling spider diversity in rare European oak and yew woodlands and the impact of grazing,2014,Biodiversity and …,Springer,https://link.springer.com/article/10.1007/s10531-014-0695-5,"https://scholar.google.com/scholar?cites=7026908694677275540&as_sdt=2005&sciodt=0,5&hl=en&num=20",140,2018-06-08,HTML,,,,,,,,1,0.25,0,5,4
0,"R Clarke, D Mount",Evaluation guidance for landscape partnerships,2014,,eprints.bbk.ac.uk,http://eprints.bbk.ac.uk/11637/,,141,2018-06-08,,,,,,,,,0,0,0,2,4
3,"EE Levi, G Bezirci, Aİ Çakıroğlu, S Turner…",Multi-proxy palaeoecological responses to water-level fluctuations in three shallow Turkish lakes,2016,Palaeogeography …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0031018216001541,"https://scholar.google.com/scholar?cites=13718903585135891314&as_sdt=2005&sciodt=0,5&hl=en&num=20",142,2018-06-08,HTML,,,,,,,,3,1.5,1,5,2
9,"GD Powney, CD Preston, A Purvis…",Can trait‐based analyses of changes in species distribution be transferred to new geographic areas?,2014,Global Ecology and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/geb.12189/full,"https://scholar.google.com/scholar?cites=1852443311136114963&as_sdt=2005&sciodt=0,5&hl=en&num=20",143,2018-06-08,HTML,,,,,,,,9,2.25,2,4,4
0,L Bee,Invertebrate Survey of Eynsham Abbey Fishponds 2014,2014,,eynsham-pc.gov.uk,http://eynsham-pc.gov.uk/variable/organisation/167/attachments/fishponds_invertebrates_2014.pdf,,144,2018-06-08,PDF,,,,,,,,0,0,0,1,4
1,"P Monteiro, L Bentes, F Oliveira, CML Afonso…",EUNIS habitat's thresholds for the Western coast of the Iberian Peninsula—A Portuguese case study,2014,J. Sea Res,academia.edu,http://www.academia.edu/download/37221003/2014__Monteiro_et_al_EUNIS_habitats_thresholds_for_the_Western_coast_of_the_Iberian_Peninsula.pdf,"https://scholar.google.com/scholar?cites=4588955872922477891&as_sdt=2005&sciodt=0,5&hl=en&num=20",145,2018-06-08,PDF,,,,,,,,1,0.25,0,5,4
3,"A Johnston, D Fink, WM Hochachka…",Estimates of observer expertise improve species distributions from citizen science data,2018,Methods in Ecology …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12838/full,"https://scholar.google.com/scholar?cites=9467987033727814844&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,2018-06-08,,,,,,,,,3,3,1,4,1
4,"P Monteiro, L Bentes, F Oliveira, CML Afonso…",EUNIS habitat's thresholds for the Western coast of the Iberian Peninsula—A Portuguese case study,2015,Journal of Sea …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1385110114002172,"https://scholar.google.com/scholar?cites=10746104320477925746&as_sdt=2005&sciodt=0,5&hl=en&num=20",147,2018-06-08,HTML,,,,,,,,4,1.33,1,5,3
21,"R Boostani, F Karimzadeh, M Nami",A comparative review on sleep stage classification methods in patients and healthy individuals,2017,Computer methods and programs in …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260716308276,"https://scholar.google.com/scholar?cites=6347854102070021881&as_sdt=2005&sciodt=0,5&hl=en&num=20",148,2018-06-08,HTML,,,,,,,,21,21,7,3,1
